Cell Identity(CI),User Agent,Downlink traffic,Location Area Code(LAC),Duration,Start Time,Radio Access Type(RAT),End Time,Uplink traffic,Destination IP,URL,Source IP,Offloading Decision,Latency,Throughput
34281,Agoo-sdk-2.0,232,5198,7204,2015-08-25 22:37:06.892914,2,2015-08-26 00:37:11.501636,208,140.205.203.109,http://140.205.203.109:8030/rest/api3.do?ttid=android%40umeng&deviceId=AoX6-z35wbWlmIveoitRd3wSiKbUbP6EDIah6nBvNNV2&t=1440513424&imei=umeng&appKey=umeng%3A4ee8af12527015349e000050&v=6.0&sign=8ecf39525f14e9d0004462eec28d90d9&data=%7B%22c1%22%3A%22HUAWEI+T8951%22%2C%22c2%22%3A%22umeng%22%2C%22agooSdkVersion%22%3A20131220%2C%22vote%22%3A%22local%22%2C%22c0%22%3A%22Huawei%22%2C%22c6%22%3A%22251c12847806ad3e%22%2C%22c5%22%3A%220123456789ABCDEF%22%2C%22c4%22%3A%2278%3A6a%3A89%3A6a%3Ab2%3A4f%22%2C%22c3%22%3A%22umeng%22%2C%22appPackage%22%3A%22com.docin.zlibrary.ui.android%22%2C%22deviceId%22%3A%22AoX6-z35wbWlmIveoitRd3wSiKbUbP6EDIah6nBvNNV2%22%7D&api=mtop.push.msg.new&imsi=umeng&nt=2g&apn=3GNET&lac=5198&cid=34281,10.162.102.81,Edge Cloud,7209.608722,0.06102966429472759
13291,,0,43048,7,2015-08-26 00:36:55.043055,1,2015-08-26 00:37:02.595342,120,74.125.23.138,,10.165.215.197,Mobile Device,7.0,17.142857142857142
11752,,0,43026,4,2015-08-26 00:36:55.812334,1,2015-08-26 00:37:00.714491,696,17.110.229.224,,10.162.33.141,Mobile Device,4.0,174.0
13291,,0,43048,15,2015-08-26 00:36:59.443168,1,2015-08-26 00:37:14.451054,300,74.125.23.101,,10.165.215.197,Mobile Device,15.0,20.0
1133,,76,43052,0,2015-08-26 00:32:19.799920,1,2015-08-26 00:32:19.881440,76,17.253.72.243,,10.163.218.196,Mobile Device,0.0,inf
1133,,76,43052,0,2015-08-26 00:32:19.949874,1,2015-08-26 00:32:19.967095,76,17.253.84.251,,10.163.218.196,Mobile Device,0.0,inf
47751,,135,43041,0,2015-08-26 00:37:00.940227,1,2015-08-26 00:37:01.245874,371,163.177.90.24,,10.163.150.209,Mobile Device,0.0,inf
1133,,76,43052,0,2015-08-26 00:32:21.319981,1,2015-08-26 00:32:21.330970,76,17.253.84.125,,10.163.218.196,Mobile Device,0.0,inf
13291,,960,43048,242,2015-08-26 00:33:01.203173,1,2015-08-26 00:37:03.281758,1877,203.208.52.158,,10.165.215.197,Mobile Device,242.0,11.723140495867769
21331,,0,43050,0,2015-08-26 00:37:14.030205,1,2015-08-26 00:37:14.039970,112,210.21.196.6,,10.160.126.85,Mobile Device,0.0,inf
21331,,216,43050,2,2015-08-26 00:37:11.101090,1,2015-08-26 00:37:13.962009,168,210.21.196.6,www.qq.com,10.160.126.85,Edge Cloud,7.860919,48.84925032302203
45811,,1423,43027,0,2015-08-26 00:37:12.422302,1,2015-08-26 00:37:24.059271,775,210.21.196.6,rd13p02sa.guzzoni-apple.com.akadns.net,10.165.82.126,Edge Cloud,16.636969,132.1154111665412
27223,,60,4188,0,2015-08-26 00:37:12.443507,2,2015-08-26 00:37:13.343406,112,202.91.239.161,,10.160.100.35,Mobile Device,0.0,inf
27223,,60,4188,0,2015-08-26 00:37:12.483113,2,2015-08-26 00:37:13.382226,112,202.91.239.180,,10.160.100.35,Mobile Device,0.0,inf
45811,,1191,43027,73,2015-08-26 00:35:59.095223,1,2015-08-26 00:37:12.649707,1501,123.125.50.64,,10.165.82.126,Mobile Device,73.0,36.87671232876713
27223,,557,4188,17,2015-08-26 00:36:55.824499,2,2015-08-26 00:37:13.462713,1365,211.151.121.43,http://gaandroid.talkingdata.net/g/d?crc=359f528b,10.160.100.35,Mobile Device,17.0,113.05882352941177
30013,,0,43041,0,2015-08-26 00:37:17.384270,1,2015-08-26 00:37:17.384270,158,17.110.228.78,,10.160.53.25,Mobile Device,0.0,inf
