Cell Identity(CI),User Agent,Downlink traffic,Location Area Code(LAC),Duration,Start Time,Radio Access Type(RAT),End Time,Uplink traffic,Destination IP,URL,Source IP,Offloading Decision,Latency,Throughput
51981,,216,43026,2326,2015-08-06 22:58:07.998964,1,2015-08-06 23:36:54.684770,424,58.251.139.182,,172.27.221.94,Mobile Device,2326.0,0.2751504729148753
11472,,251,43019,0,2015-08-06 23:31:58.909967,1,2015-08-06 23:31:59.159824,423,121.201.60.132,,172.21.181.126,Mobile Device,0.0,inf
21723,,900,43013,19,2015-08-06 23:36:39.554219,1,2015-08-06 23:36:59.413124,1501,17.143.161.157,,172.28.229.230,Mobile Device,19.0,126.36842105263158
21723,,2181,43013,0,2015-08-06 23:36:42.872673,1,2015-08-06 23:37:08.766436,797,210.21.196.6,www.isg-apple.com.akadns.net,172.28.229.230,Edge Cloud,30.893763,96.39486131877169
30453,,404,43061,50,2015-08-06 23:35:52.700720,1,2015-08-06 23:36:43.477980,384,17.135.65.4,,172.29.6.121,Edge Cloud,55.77726,14.127621184690678
32062,,782,43024,0,2015-08-06 23:36:43.533627,1,2015-08-06 23:36:57.184503,414,210.21.196.6,www.baidu.com,172.28.252.170,Edge Cloud,18.650876,64.12567431149078
32062,,683,43024,1,2015-08-06 23:36:42.477852,1,2015-08-06 23:36:43.676242,1033,140.207.54.47,,172.28.252.170,Mobile Device,1.0,1716.0
51981,,328,43026,271,2015-08-06 23:27:33.588576,1,2015-08-06 23:32:05.357325,722,58.251.61.174,,172.27.221.94,Mobile Device,271.0,3.874538745387454
11252,,3977,43041,0,2015-08-06 23:36:46.814861,1,2015-08-06 23:37:46.983686,1816,210.21.196.6,apple-mobile.query.yahooapis.com,172.30.232.84,Edge Cloud,65.168825,88.89219653722466
11252,,0,43041,0,2015-08-06 23:36:46.874860,1,2015-08-06 23:36:46.874860,331,140.207.127.78,,172.30.232.84,Mobile Device,0.0,inf
11252,,178,43041,0,2015-08-06 23:36:46.924828,1,2015-08-06 23:36:47.325001,226,17.110.228.29,,172.30.232.84,Mobile Device,0.0,inf
32062,,0,43024,0,2015-08-06 23:36:57.250613,1,2015-08-06 23:36:57.250613,56,210.21.196.6,,172.28.252.170,Mobile Device,0.0,inf
11472,,0,43019,0,2015-08-06 23:36:49.711062,1,2015-08-06 23:36:49.711062,60,74.125.23.113,,172.21.181.126,Mobile Device,0.0,inf
32062,,0,43024,0,2015-08-06 23:36:52.231420,1,2015-08-06 23:36:52.231420,40,111.161.111.117,,172.28.252.170,Mobile Device,0.0,inf
51893,,1879,43011,0,2015-08-06 23:36:57.142554,1,2015-08-06 23:36:57.665991,339,112.90.78.169,,172.27.221.94,Edge Cloud,5.523437,401.56156393202275
21723,QQ/5.7.0.469 CFNetwork/672.0.8 Darwin/14.0.0,597,43013,0,2015-08-06 23:36:59.762184,1,2015-08-06 23:37:00.056840,1594,58.251.139.217,http://offline.qq.com/offline/check?localofflines=231%7C30903%2C349%7C27272%2C250%7C28850%2C129%7C21556%2C148%7C30977%2C336%7C31737%2C167%7C29414%2C2016%7C30305%2C355%7C31487%2C232%7C32080%2C149%7C30356%2C2020%7C28000%2C278%7C30801%2C356%7C28024%2C233%7C31764%2C330%7C28414%2C2064%7C31530%2C306%7C30039%2C118%7C23026%2C1002%7C28166%2C106%7C20402%2C313%7C29518%2C203%7C29432%2C332%7C26278%2C300%7C31568%2C351%7C28059%2C177%7C23603%2C301%7C27188%2C2034%7C31317%2C320%7C29053%2C328%7C27363%2C333%7C27281%2C108%7C27756%2C347%7C28057%2C352%7C26803%2C256%7C26001%2C146%7C23492%2C371%7C28051%2C165%7C27629%2C329%7C30653%2C152%7C32261%2C238%7C30714%2C128%7C28986%2C206%7C22978%2C303%7C27872%2C316%7C31302%2C244%7C27899%2C348%7C27712&qver=5.7.0.469&hver=31530&biz=2064&pf=2&uin=657329891&t=1438875425&delta=1&bsdiff=1,172.28.229.230,Mobile Device,0.0,inf
21723,QQ/5.7.0.469 CFNetwork/672.0.8 Darwin/14.0.0,554,43013,1,2015-08-06 23:36:59.992735,1,2015-08-06 23:37:01.442259,858,112.90.149.87,http://3gimg.qq.com/qq_product_operations/nettest/index.html?r=183663638,172.28.229.230,Mobile Device,1.0,1412.0
21723,QQ/5.7.0.469 CFNetwork/672.0.8 Darwin/14.0.0,1119,43013,2,2015-08-06 23:36:59.503218,1,2015-08-06 23:37:01.542047,1262,58.251.149.118,http://configsvr.msf.3g.qq.com/configsvr/getchannel.jsp,172.28.229.230,Mobile Device,2.0,1190.5
21723,QQ/5.7.0.469 CFNetwork/672.0.8 Darwin/14.0.0,554,43013,1,2015-08-06 23:36:59.992735,1,2015-08-06 23:37:01.551916,858,112.90.149.87,http://3gimg.qq.com/qq_product_operations/nettest/index.html?r=183663637,172.28.229.230,Mobile Device,1.0,1412.0
51893,,106,43011,0,2015-08-06 23:37:01.900139,1,2015-08-06 23:37:01.996188,106,163.177.90.115,,172.27.221.94,Mobile Device,0.0,inf
21723,QQ/5.7.0.469 CFNetwork/672.0.8 Darwin/14.0.0,751,43013,1,2015-08-06 23:37:00.932042,1,2015-08-06 23:37:02.695036,1206,163.177.67.188,http://monitor.uu.qq.com/analytics/rqdsync,172.28.229.230,Mobile Device,1.0,1957.0
21723,QQ/5.7.0.469 CFNetwork/672.0.8 Darwin/14.0.0,436,43013,2,2015-08-06 23:37:00.422130,1,2015-08-06 23:37:02.695064,626,112.90.149.87,http://i.gtimg.cn/qqshow/admindata/comdata/vip_emoji_aio_ios_new_config/xydata.json,172.28.229.230,Mobile Device,2.0,531.0
