Cell Identity(CI),User Agent,Downlink traffic,Location Area Code(LAC),Duration,Start Time,Radio Access Type(RAT),End Time,Uplink traffic,Destination IP,URL,Source IP,Offloading Decision,Latency,Throughput
29782,,80,3189,0,2015-08-14 23:13:41.029961,2,2015-08-14 23:13:41.275969,80,122.13.86.110,,10.163.124.30,Mobile Device,0.0,inf
17593,,82,5182,0,2015-08-14 23:13:43.901124,2,2015-08-14 23:13:44.821580,82,202.108.23.105,,10.161.206.12,Mobile Device,0.0,inf
29782,,646,3189,189,2015-08-14 23:10:41.484390,2,2015-08-14 23:14:13.550456,2891,163.177.66.11,http://eventlog.beacon.qq.com/analytics/upload?rid=85044e3e8cade9b5,10.163.124.30,Mobile Device,189.0,18.714285714285715
29782,,646,3189,189,2015-08-14 23:10:41.504156,2,2015-08-14 23:14:13.550487,3307,163.177.66.11,http://eventlog.beacon.qq.com/analytics/upload?rid=f0e4acce8bff0e1b,10.163.124.30,Mobile Device,189.0,20.915343915343914
29782,,914,3189,10,2015-08-14 23:13:41.029965,2,2015-08-14 23:13:51.210552,1927,122.13.86.110,http://mb.hd.sohu.com.cn/mc.gif?uid=7b686b921de2760fb72a0c9bfd3b5a91&tkey=4d755731a5ed9bcb0f80677c4d4b1036&vid=&tvid=&mtype=6&mfov=N5117&memo=&passport=&ltype=&cv=5.0.0&mos=2&mosv=4.3&pro=1&mfo=OPPO&webtype=2G&time=1439565220938&channelid=750&sim=1&playlistid=&catecode=&preid=&newuser=0&enterid=0&startid=1439552172798&loc=&mnc=460011&build=06171047&url=2001&type=1&value=,10.163.124.30,Mobile Device,10.0,284.1
48771,,0,43011,7,2015-08-14 23:13:56.424066,1,2015-08-14 23:14:03.568293,576,10.11.12.14,,10.162.73.218,Mobile Device,7.0,82.28571428571429
30573,,60,43046,0,2015-08-14 23:13:58.566840,1,2015-08-14 23:13:58.925868,112,202.91.239.150,,10.164.143.47,Mobile Device,0.0,inf
29782,,7603,3189,14,2015-08-14 23:13:58.950097,2,2015-08-14 23:14:13.650326,48488,220.249.243.115,,10.163.124.30,Mobile Device,14.0,4006.5
29782,,837,3189,4,2015-08-14 23:13:56.410309,2,2015-08-14 23:14:01.010500,1179,163.177.66.11,http://monitor.uu.qq.com/analytics/upload,10.163.124.30,Mobile Device,4.0,504.0
40131,,562,43019,1,2015-08-14 23:14:04.866510,1,2015-08-14 23:14:06.647868,194,17.143.160.74,,10.162.64.58,Edge Cloud,6.781358,111.48209547409236
40131,,348,43019,0,2015-08-14 23:14:06.000869,1,2015-08-14 23:14:07.208630,212,210.21.196.6,api.smoot-apple.com.akadns.net,10.162.64.58,Edge Cloud,6.207761,90.20965852261388
46832,,1351,43010,0,2015-08-14 23:14:07.086149,1,2015-08-14 23:14:13.268580,749,210.21.196.6,2.android.pool.ntp.org,10.162.103.94,Edge Cloud,11.182431000000001,187.7945859893971
29782,,2249,3189,23,2015-08-14 23:13:48.110159,2,2015-08-14 23:14:08.710380,2748,112.90.78.61,http://strategy.beacon.qq.com/analytics/upload?mType=beacon,10.163.124.30,Mobile Device,23.0,217.2608695652174
20852,,0,43063,0,2015-08-14 23:14:08.559860,1,2015-08-14 23:14:08.559860,211,17.143.162.96,,10.165.189.58,Mobile Device,0.0,inf
46832,MicroMessenger Client,565,43010,0,2015-08-14 23:14:09.886245,1,2015-08-14 23:14:10.071506,1013,163.177.83.213,http://szminorshort.weixin.qq.com/cgi-bin/micromsg-bin/reportkvcomm,10.162.103.94,Mobile Device,0.0,inf
46832,,0,43010,15,2015-08-14 23:14:10.717392,1,2015-08-14 23:14:25.756863,300,216.58.221.106,,10.162.103.94,Mobile Device,15.0,20.0
46832,,0,43010,15,2015-08-14 23:14:10.806274,1,2015-08-14 23:14:25.836756,300,74.125.23.100,,10.162.103.94,Mobile Device,15.0,20.0
46832,HUAWEI MT7-TL10_4.4.2_weibo_5.4.0_android,852,43010,0,2015-08-14 23:14:10.496268,1,2015-08-14 23:14:10.889772,832,123.125.105.231,http://api.weibo.cn/2/push/switch_user_v3?device_name=HUAWEI-HUAWEI%20MT7-TL10&app_id=1004&c=android&i=4cb09ff&s=dfaedde0&ua=HUAWEI-HUAWEI%20MT7-TL10__weibo__5.4.0__android__android4.4.2&wm=9006_2001&v_f=2&from=1054095010&gdid=l4adZpPWS8XgTo7k4WQ1pWnw&gsid=_2A254yRrNDeTxGeRP7FcU9ybPzDmIHXVZ3ykFrDV6PENPuNIMfmeVlE4a4dvlydEfmVD7D1av8Q9IiPZP&lang=zh_CN&skin=default&uid1=2175578375&uid2=&device_id=a96e48ca05020fbfaf94ece9fb48e226c00f3239&oldwm=44090_0013&sflag=0,10.162.103.94,Edge Cloud,5.393504,312.2274499101141
46832,,0,43010,15,2015-08-14 23:14:10.996257,1,2015-08-14 23:14:26.037320,300,74.125.23.100,,10.162.103.94,Mobile Device,15.0,20.0
