Cell Identity(CI),User Agent,Downlink traffic,Location Area Code(LAC),Duration,Start Time,Radio Access Type(RAT),End Time,Uplink traffic,Destination IP,URL,Source IP,Offloading Decision,Latency,Throughput
11803,,464,3288,2,2015-08-01 00:08:17.312425,2,2015-08-01 00:08:19.952078,585,112.90.17.54,http://pgv.m.xunlei.com/?u=pgv_base_action_10031_v&u1=000AF58D79B0004V%7C863091027911333&u2=10031&u3=1.0&u4=10030&u9=1438358897&u10=03d1aec1afc85dac75485f7eb8e424b3-20130823-163041-02-0001&u11=com.android.providers.downloads&u12=%E4%B8%8B%E8%BD%BD%E5%86%85%E5%AE%B9%E5%AD%98%E5%82%A8,172.21.68.99,Mobile Device,2.0,524.5
20723,,0,43023,15,2015-08-01 00:08:20.045116,1,2015-08-01 00:08:35.534758,300,243.185.187.39,,172.25.166.212,Mobile Device,15.0,20.0
11803,,514,3288,1,2015-08-01 00:08:18.651878,2,2015-08-01 00:08:20.218324,559,58.254.134.137,http://hub5pr.wap.sandai.net:3076/,172.21.68.99,Mobile Device,1.0,1073.0
7483,Agoo-sdk-2.0,900,3287,82,2015-08-01 00:06:58.626454,2,2015-08-01 00:08:21.168647,559,10.0.0.172,http://140.205.203.103:8026/m/23047187/45/AkBv_TajOUlc0Uj9JTfDwoN_Tmm0Tu579ib03ZLpis5W?s=MDQ4OTAyNDQxN256M0YxdjRKQlc5aXEwWFFwWHQ3aHNFSjRoQT0=&c=MHwyfDh8Ox3vv70MAAB8MHwxODV8MDQ4OTAyNDMxM3wwNDg4NTM4ODI5fDF8MQ%3D%3D,10.90.52.80,Edge Cloud,87.542193,16.666249153708087
20723,,1276,43023,2131,2015-07-31 23:33:09.701722,1,2015-08-01 00:08:41.388309,2280,110.76.19.13,,172.25.166.212,Mobile Device,2131.0,1.668700140778977
45193,,0,43046,0,2015-08-01 00:08:21.757569,1,2015-08-01 00:08:21.757569,60,163.177.66.11,,172.27.48.223,Mobile Device,0.0,inf
3553,,79,2184,0,2015-08-01 00:08:23.009533,2,2015-08-01 00:08:23.016366,63,221.4.8.1,hdpush.myaora.net,10.91.132.43,Edge Cloud,5.006833,28.36124152732875
1971,,630,43042,7,2015-08-01 00:08:15.898896,1,2015-08-01 00:08:23.829282,986,163.177.67.190,http://eventlog.beacon.qq.com/analytics/upload,172.26.26.52,Mobile Device,7.0,230.85714285714286
7483,Apache-HttpClient/UNAVAILABLE (java 1.4),2831,3287,79,2015-08-01 00:08:04.868278,2,2015-08-01 00:09:39.091635,5836,10.0.0.172,http://loc.map.baidu.com/sdk.php,10.90.52.80,Mobile Device,79.0,109.70886075949367
3553,,384,2184,26,2015-08-01 00:08:10.550260,2,2015-08-01 00:08:42.707908,1550,10.0.0.172,http://monitor.uu.qq.com/analytics/upload,10.91.132.43,Mobile Device,26.0,74.38461538461539
11803,,608,3288,4,2015-08-01 00:08:22.672736,2,2015-08-01 00:08:27.203667,1018,122.143.5.60,http://wapstat.wap.sandai.net:83/,172.21.68.99,Mobile Device,4.0,406.5
10632,,1346,43046,17,2015-08-01 00:08:27.468035,1,2015-08-01 00:08:45.329743,866,17.143.160.22,,172.28.177.20,Edge Cloud,22.861708,96.7556754727162
7483,,1210,3287,50,2015-08-01 00:08:01.529860,2,2015-08-01 00:09:17.233028,2132,10.0.0.172,http://monitor.uu.qq.com/analytics/upload,10.90.52.80,Mobile Device,50.0,66.84
7483,,0,3287,0,2015-08-01 00:08:27.568929,2,2015-08-01 00:08:27.568929,60,10.0.0.172,,10.90.52.80,Mobile Device,0.0,inf
10632,,116,43046,0,2015-08-01 00:08:30.719249,1,2015-08-01 00:08:30.724197,68,210.21.196.6,time-ios.g.aaplimg.com,172.28.177.20,Edge Cloud,5.004948,36.76361872291181
45193,,0,43046,0,2015-08-01 00:08:32.002410,1,2015-08-01 00:08:32.002410,60,163.177.74.142,,172.27.48.223,Mobile Device,0.0,inf
1971,,104,43042,5,2015-08-01 00:08:28.359445,1,2015-08-01 00:08:33.858939,100,112.90.83.47,,172.26.26.52,Edge Cloud,10.499494,19.429507745801846
1971,,104,43042,5,2015-08-01 00:08:28.359445,1,2015-08-01 00:08:33.868872,100,112.90.83.47,,172.26.26.52,Edge Cloud,10.509426999999999,19.411143918693192
11364,Apache-HttpClient/UNAVAILABLE (java 1.4),928,43044,178,2015-08-01 00:00:56.561004,1,2015-08-01 00:03:55.446873,400,112.124.100.3,http://notify.codoon.com/?ver=2.0&device=a5cd1587f173b1efb9ce4d87250d8fcc46322380&token=259ff9bb-7cc8-43ed-aa38-e682c2e9e642&idread=70701447,172.25.68.125,Edge Cloud,183.885869,7.221870865998953
45193,,60,43046,0,2015-08-01 00:08:36.102218,1,2015-08-01 00:08:36.222351,112,202.91.239.133,,172.27.48.223,Mobile Device,0.0,inf
45193,,401,43046,0,2015-08-01 00:08:40.602724,1,2015-08-01 00:08:41.026115,132,210.21.196.6,configsvr.msf.3g.qq.com,172.27.48.223,Edge Cloud,5.423391,98.27799618356855
