Cell Identity(CI),User Agent,Downlink traffic,Location Area Code(LAC),Duration,Start Time,Radio Access Type(RAT),End Time,Uplink traffic,Destination IP,URL,Source IP,Offloading Decision,Latency,Throughput
742,,292,43042,4,2015-08-03 18:08:24.629019,1,2015-08-03 18:08:29.425993,263,17.173.66.101,,172.25.7.95,Edge Cloud,9.796973999999999,56.65014523872372
11322,,1159,43041,0,2015-08-03 18:08:29.471302,1,2015-08-03 18:08:53.144519,509,210.21.196.6,resolver.gslb.mi-idc.com,172.26.153.25,Edge Cloud,28.673217,58.17275403733038
361,,0,43016,1,2015-08-03 18:08:29.630896,1,2015-08-03 18:08:30.880378,128,17.110.229.209,,172.30.99.79,Mobile Device,1.0,128.0
11402,,0,43041,0,2015-08-03 18:08:29.939989,1,2015-08-03 18:08:29.939989,1099,17.110.227.74,,172.25.40.219,Mobile Device,0.0,inf
361,,0,43016,0,2015-08-03 18:08:30.092352,1,2015-08-03 18:08:30.092352,64,17.110.228.84,,172.30.99.79,Mobile Device,0.0,inf
11322,AssistantDownloader,448,43041,0,2015-08-03 18:08:29.881363,1,2015-08-03 18:08:30.321356,623,140.207.54.189,http://masdk.3g.qq.com/,172.26.153.25,Mobile Device,0.0,inf
11322,,0,43041,0,2015-08-03 18:08:31.161725,1,2015-08-03 18:08:31.161725,52,42.121.108.140,,172.26.153.25,Mobile Device,0.0,inf
50593,,0,43041,1,2015-08-03 18:08:31.565144,1,2015-08-03 18:08:32.605391,128,17.134.127.250,,172.31.11.15,Mobile Device,1.0,128.0
50593,,11215,43041,37,2015-08-03 18:07:54.039068,1,2015-08-03 18:08:31.720626,6548,17.154.66.110,,172.31.11.15,Edge Cloud,42.681558,416.17506090101017
11322,MicroMessenger Client,476,43041,0,2015-08-03 18:08:31.831410,1,2015-08-03 18:08:32.061442,677,112.90.74.149,http://szextshort.weixin.qq.com/cgi-bin/mmpay-bin/cpucardgetconfig,172.26.153.25,Mobile Device,0.0,inf
11322,MicroMessenger Client,1747,43041,0,2015-08-03 18:08:32.421553,1,2015-08-03 18:08:32.671598,886,112.90.74.149,http://szextshort.weixin.qq.com/cgi-bin/micromsg-bin/mmsnssync,172.26.153.25,Edge Cloud,5.250045,501.51951078514566
20412,,442,43026,271,2015-08-03 18:04:01.242550,1,2015-08-03 18:08:33.006095,444,140.207.229.37,,172.28.48.200,Mobile Device,271.0,3.2693726937269374
37883,Dalvik/1.6.0 (Linux; U; Android 4.4.2; GT-N7100 Build/KOT49H) phoenix_satellite/com.anzhuoshoudiantong(0.9.4/40),966,43011,31,2015-08-03 18:08:01.550946,1,2015-08-03 18:08:33.204283,591,60.28.208.11,http://exchange.wandoujia.com/ads?app=com.anzhuoshoudiantong,172.27.133.137,Edge Cloud,36.653337,42.47907905356612
50771,Agoo-sdk-2.0,961,43046,1205,2015-08-03 17:48:48.252178,1,2015-08-03 18:08:53.486948,1539,140.205.203.98,http://140.205.203.98:8014/rest/api3.do?ttid=android%40umeng&t=1438595325&deviceId=ApsB6UXL_rSym2P6gwGWjqasoDg4JrdtHMWUrm4Zgr9i&imei=355546057000906&appKey=umeng%3A51f74e9356240b8f7f09d85c&v=6.0&sign=83e20e6b6bbb94afdfdfcdfe638c74da&data=%7B%22c1%22%3A%22GT-N7102%22%2C%22c2%22%3A%22355546057000906%22%2C%22agooSdkVersion%22%3A20131220%2C%22vote%22%3A%22remote%22%2C%22c0%22%3A%22samsung%22%2C%22c6%22%3A%22bc5d3bd5e7946779%22%2C%22c5%22%3A%224dfdd316529d5089%22%2C%22c4%22%3A%2234%3A23%3ABA%3A10%3A26%3A4A%22%2C%22c3%22%3A%22460015567506096%22%2C%22appPackage%22%3A%22com.autonavi.minimap%22%2C%22deviceId%22%3A%22ApsB6UXL_rSym2P6gwGWjqasoDg4JrdtHMWUrm4Zgr9i%22%7D&api=mtop.push.msg.new&imsi=460015567506096&nt=4g&apn=3GNET&lac=43046&cid=13783331,172.25.59.166,Mobile Device,1205.0,2.074688796680498
11322,,0,43041,0,2015-08-03 18:08:33.571789,1,2015-08-03 18:08:33.571789,52,211.151.112.112,,172.26.153.25,Mobile Device,0.0,inf
11322,,0,43041,0,2015-08-03 18:08:33.581568,1,2015-08-03 18:08:33.581568,52,211.151.112.112,,172.26.153.25,Mobile Device,0.0,inf
46361,,6684,43011,5,2015-08-03 18:08:31.297642,1,2015-08-03 18:08:44.559228,1984,23.42.179.102,http://configuration.apple.com/configurations/pep/pipeline/pipeline0.html,172.27.227.171,Edge Cloud,18.261586,474.6575680776029
46361,%E7%BD%91%E6%98%93%E6%96%B0%E9%97%BB/5.2.2 CFNetwork/711.1.12 Darwin/14.0.0,92412,43011,67,2015-08-03 18:08:28.958660,1,2015-08-03 18:09:02.984137,18938,157.122.99.7,http://s.cimg.163.com/pi/img3.cache.netease.com/3g/2015/8/3/201508031152172c829.jpg.160x20000.75.auto.webp,172.27.227.171,Edge Cloud,39.025477,2853.2642919393397
