Cell Identity(CI),User Agent,Downlink traffic,Location Area Code(LAC),Duration,Start Time,Radio Access Type(RAT),End Time,Uplink traffic,Destination IP,URL,Source IP,Offloading Decision,Latency,Throughput
12631,,489,43010,0,2015-08-11 17:14:51.116425,1,2015-08-11 17:14:55.240637,302,210.21.196.6,an.m.liebao.cn,10.163.57.185,Edge Cloud,9.124212,86.69241793154302
14102,,3615,43049,4,2015-08-11 17:14:46.723352,1,2015-08-11 17:14:51.548575,1690,54.244.221.34,,10.160.137.114,Edge Cloud,9.825223000000001,539.9368543594379
14102,,5280,43049,4,2015-08-11 17:14:47.778459,1,2015-08-11 17:14:51.883408,1832,17.134.62.234,,10.160.137.114,Edge Cloud,9.104949000000001,781.1136558809939
14102,,923,43049,3,2015-08-11 17:14:48.785640,1,2015-08-11 17:14:52.664545,1603,54.244.221.34,,10.160.137.114,Mobile Device,3.0,842.0
12631,,60,43010,0,2015-08-11 17:14:52.334605,1,2015-08-11 17:14:52.674533,104,203.208.50.153,,10.163.57.185,Mobile Device,0.0,inf
47711,,0,43011,0,2015-08-11 17:14:53.238178,1,2015-08-11 17:14:53.238178,60,74.125.23.100,,10.165.173.168,Mobile Device,0.0,inf
123,,0,43041,0,2015-08-11 17:14:54.054771,1,2015-08-11 17:14:54.054771,174,17.143.162.86,,10.163.191.144,Mobile Device,0.0,inf
12631,ksmobilebrowser/3.1.12417.912 CFNetwork/711.3.18 Darwin/14.0.0,549,43010,3,2015-08-11 17:14:51.426030,1,2015-08-11 17:14:54.674550,1869,114.112.93.109,http://an.m.liebao.cn/get?network=2g%2F3g&idfa=BBECC800-3437-4060-956A-8271B8866870&cityCode=w-101280601&appName=ksmobilebrowser&mac=020000000000&language=zh-Hans&randid=1e4e7a150d81596d33208e55da728d5e718b5cac&appVersion=3.1&deviceName=%E2%80%9CAdministrator%E2%80%9D%E7%9A%84%20iPhone&systemVersion=8.3&isJB=0&deviceId=020000000000%7CFFFFFFFFED2BA3425F894D039FAEA46199199224&udid=FFFFFFFFED2BA3425F894D039FAEA46199199224&appId=641522896&deviceModel=iPhone7%2C1&channel=0&app=cheetah_ios&from=ios&navigation_version=100108&12306_version=4&homead_ios_version=304&video_analyze_script_version=246&ua_version=8&address_app_version=59&address_hotword_video_version=65&remote_message_version=0&upgrade_message_version=0&vhconfig_version=1&adwhite_version=30&searchIndex_version=11&homebg_ios_version=40&adblockhide_version=134&card_manage_version=79&add_train_version=4&address_list_version=18&adblock_version=58&news_detail_version=0&startup_ios_version=6&add_searchEngine_version=11&home_mask_ios_version=0&tvsdetail_version=1,10.163.57.185,Mobile Device,3.0,806.0
12631,,104,43010,0,2015-08-11 17:14:55.237095,1,2015-08-11 17:14:55.865601,144,163.177.171.35,,10.163.57.185,Mobile Device,0.0,inf
12631,ksmobilebrowser/3.1.12417.912 CFNetwork/711.3.18 Darwin/14.0.0,1945,43010,0,2015-08-11 17:14:55.114786,1,2015-08-11 17:14:56.038935,706,163.177.171.34,http://js.liebao.cn/liebao/cfg.dat,10.163.57.185,Edge Cloud,5.924149,447.4904328030912
12631,猎豹浏览器 3.1 rv:3.1.12417.912 (iPhone; iPhone OS 8.3; zh_CN),417,43010,5,2015-08-11 17:14:52.734499,1,2015-08-11 17:14:58.226489,615,122.193.207.61,http://p.api.pc120.com/sp/aHR0cDovL20uNzdudC5jb20vMTE5ODkvMTE2OTkzMDUuaHRtbA/?u=8563D211-D1B6-49EE-A601-C59D4269B8E1&f=10&i=1,10.163.57.185,Mobile Device,5.0,206.4
10083,,455,43061,0,2015-08-11 17:14:58.615226,1,2015-08-11 17:14:59.113427,358,163.177.89.180,,10.161.132.86,Edge Cloud,5.498201,147.86654762166754
14102,,4836,43049,6,2015-08-11 17:14:53.165572,1,2015-08-11 17:14:59.291791,1391,17.134.62.234,,10.160.137.114,Edge Cloud,11.126218999999999,559.6690124470856
34421,,2185,43045,0,2015-08-11 17:15:00.269655,1,2015-08-11 17:15:00.762222,842,210.21.196.6,www.163.com,10.162.160.133,Edge Cloud,5.492567,551.1084343622936
14102,,5177,43049,1,2015-08-11 17:14:58.915811,1,2015-08-11 17:15:00.893855,1592,17.134.62.234,,10.160.137.114,Edge Cloud,6.978044,970.0426079285256
34421,,0,43045,0,2015-08-11 17:15:01.219641,1,2015-08-11 17:15:01.219641,64,17.172.232.124,,10.162.160.133,Mobile Device,0.0,inf
34421,,0,43045,0,2015-08-11 17:15:01.359625,1,2015-08-11 17:15:01.359625,64,17.172.232.117,,10.162.160.133,Mobile Device,0.0,inf
34421,,60,43045,0,2015-08-11 17:15:01.009605,1,2015-08-11 17:15:01.549797,104,17.172.232.156,,10.162.160.133,Mobile Device,0.0,inf
47711,,40,43011,0,2015-08-11 17:15:04.407499,1,2015-08-11 17:15:04.414860,40,122.13.86.120,,10.165.173.168,Mobile Device,0.0,inf
12631,,0,43010,0,2015-08-11 17:15:05.083867,1,2015-08-11 17:15:05.083867,40,122.193.207.61,,10.163.57.185,Mobile Device,0.0,inf
47711,SohuNews/5.2.3 BuildCode/95,624,43011,0,2015-08-11 17:15:04.605510,1,2015-08-11 17:15:05.597514,561,122.13.86.120,http://api.k.sohu.com/api/control/actionIntercept.go?p1=NTk1MDgwMTU5NzUxNjEzMjQ1Ng%3D%3D&u=1&gid=02ffff11061111276ffc745d39bf9103b1d6ef4557926d&version=1.0&pid=5976874089695326280&token=e3afb0467a02a15377e7ee084774a4bf,10.165.173.168,Edge Cloud,5.992004,197.76355289482453
47445,,763,43052,0,2015-08-11 17:15:07.540913,1,2015-08-11 17:15:08.592373,514,210.21.196.6,www.google.com,10.160.52.41,Edge Cloud,6.0514600000000005,211.02345549669005
47711,,0,43011,0,2015-08-11 17:15:07.550576,1,2015-08-11 17:15:07.550576,40,123.125.114.226,,10.165.173.168,Mobile Device,0.0,inf
47711,,1146,43011,0,2015-08-11 17:15:07.554633,1,2015-08-11 17:15:09.779179,572,210.21.196.6,alcedo.jomodns.com,10.165.173.168,Edge Cloud,7.224546,237.80040988042708
47445,,60,43052,0,2015-08-11 17:15:07.371057,1,2015-08-11 17:15:07.581634,104,183.232.125.170,,10.160.52.41,Mobile Device,0.0,inf
47445,,252,43052,4,2015-08-11 17:15:07.581682,1,2015-08-11 17:15:11.800889,278,17.143.160.220,,10.160.52.41,Mobile Device,4.0,132.5
47445,,0,43052,0,2015-08-11 17:15:07.870987,1,2015-08-11 17:15:07.870987,52,114.255.18.182,,10.160.52.41,Mobile Device,0.0,inf
47711,MobileMap,627,43011,0,2015-08-11 17:15:07.668703,1,2015-08-11 17:15:07.958605,637,111.206.37.190,http://111.206.37.190/remotedns?pid=client-map&chance=tm&checkcode=2850257912267990059&mb=H60-L02&os=Android19&sv=8.5.0&net=4&resid=01&cuid=4E12471504DB05F454901C80C23F977B%7C445969220301468&bduid=OUDwk%2Bx1ARqHY&channel=1006816c&screen=%28720%2C1184%29&dpi=%28299%2C299%29&ver=1&ctm=1439284507.121000,10.165.173.168,Mobile Device,0.0,inf
47711,MobileMap,1589,43011,0,2015-08-11 17:15:07.568576,1,2015-08-11 17:15:07.983236,680,112.80.248.47,http://client.map.baidu.com/imap/cfg/res/hw?qt=hw&pc=4&city=289&mb=H60-L02&os=Android19&sv=8.5.0&net=4&resid=01&cuid=4E12471504DB05F454901C80C23F977B%7C445969220301468&bduid=OUDwk%2Bx1ARqHY&channel=1006816c&screen=%28720%2C1184%29&dpi=%28299%2C299%29&ver=1&ctm=1439284507.029000&sign=b6c5a5d5ca3440a368125584404c6ddd,10.165.173.168,Edge Cloud,5.41466,419.04754869188463
47711,,889,43011,0,2015-08-11 17:15:08.093644,1,2015-08-11 17:15:09.084443,387,54.230.118.117,http://gllto.glpals.com/rtistatus.dat,10.165.173.168,Edge Cloud,5.990799,212.99329187976429
47445,,9018,43052,1,2015-08-11 17:15:07.660742,1,2015-08-11 17:15:09.397648,2031,23.37.126.35,,10.160.52.41,Edge Cloud,6.736906,1640.0703824574664
47711,MobileMap,1223,43011,0,2015-08-11 17:15:09.096635,1,2015-08-11 17:15:09.416590,1773,112.80.248.47,http://client.map.baidu.com/imap/ulog/up,10.165.173.168,Mobile Device,0.0,inf
