Cell Identity(CI),User Agent,Downlink traffic,Location Area Code(LAC),Duration,Start Time,Radio Access Type(RAT),End Time,Uplink traffic,Destination IP,URL,Source IP,Offloading Decision,Latency,Throughput
10043,,0,43049,0,2015-08-23 23:16:38.126226,1,2015-08-23 23:16:38.126226,52,123.125.96.10,,10.160.171.127,Mobile Device,0.0,inf
10043,,2171,43049,10,2015-08-23 23:11:48.005009,1,2015-08-23 23:11:58.146861,1034,54.255.252.56,,10.160.171.127,Edge Cloud,15.141852,211.66499315935727
10043,,0,43049,3,2015-08-23 23:16:40.257912,1,2015-08-23 23:16:43.262362,120,74.125.23.113,,10.160.171.127,Mobile Device,3.0,40.0
10043,,0,43049,3,2015-08-23 23:16:40.392790,1,2015-08-23 23:16:43.491469,120,74.125.23.113,,10.160.171.127,Mobile Device,3.0,40.0
20972,,3420,43046,36,2015-08-23 23:16:05.338642,1,2015-08-23 23:16:42.241561,3101,17.172.239.73,,10.165.51.101,Edge Cloud,41.902919,155.62161671839615
10183,,1188,43047,32,2015-08-23 23:16:13.127240,1,2015-08-23 23:16:45.218120,872,17.172.232.211,,10.165.194.38,Edge Cloud,37.09088,55.53925924647784
13101,,0,43053,18,2015-08-23 23:16:46.402455,1,2015-08-23 23:17:05.382040,544,211.140.5.53,,10.163.76.220,Mobile Device,18.0,30.22222222222222
10043,,0,43049,2,2015-08-23 23:16:47.284482,1,2015-08-23 23:16:50.277898,120,74.125.23.139,,10.160.171.127,Mobile Device,2.0,60.0
10043,,0,43049,2,2015-08-23 23:16:47.432351,1,2015-08-23 23:16:50.416583,120,74.125.23.139,,10.160.171.127,Mobile Device,2.0,60.0
31291,,239,43059,1,2015-08-23 23:12:06.726390,1,2015-08-23 23:12:08.252483,341,163.177.72.151,,10.163.174.37,Mobile Device,1.0,580.0
20972,,780,43046,0,2015-08-23 23:16:51.574511,1,2015-08-23 23:17:01.789169,224,210.21.196.6,21-courier.push.apple.com,10.165.51.101,Edge Cloud,15.214658,65.9889956119947
21031,,0,43059,0,2015-08-23 23:16:51.764197,1,2015-08-23 23:16:51.764197,174,17.143.163.36,,10.165.94.13,Mobile Device,0.0,inf
21031,,285,43059,0,2015-08-23 23:16:51.764198,1,2015-08-23 23:16:51.768405,71,210.21.196.6,46-courier.push.apple.com,10.165.94.13,Edge Cloud,5.004207,71.14014268394573
20972,,0,43046,2,2015-08-23 23:16:52.335973,1,2015-08-23 23:16:54.366594,192,17.172.232.174,,10.165.51.101,Mobile Device,2.0,96.0
36391,Dalvik/1.6.0 (Linux; U; Android 4.4.4; MI 3C MIUI/V6.6.5.0.KXDCNCF),35297,43027,30,2015-08-23 23:16:22.165815,1,2015-08-23 23:16:52.780293,1858,163.177.158.78,http://mmbiz.qpic.cn/mmbiz/03KNO9Fib2w4Ttd3icIcp3ySBUk9ppl0DWVtyhOiaAtyVrm6kxYZz66icicEc14YBpegke62D89xmr5umKPbcARJiawg/640?wxtype=jpeg&wxfrom=0,10.165.83.173,Edge Cloud,35.614478,1043.255498508219
36391,Dalvik/1.6.0 (Linux; U; Android 4.4.4; MI 3C MIUI/V6.6.5.0.KXDCNCF),23229,43027,30,2015-08-23 23:16:22.315709,1,2015-08-23 23:16:52.820068,1438,163.177.158.78,http://mmbiz.qpic.cn/mmbiz/sI1MVFYxuXlveFaFiaEnd53LKScHVgRqRFartaxMtYauXtHWicqtQGdJmeaIC6cDYMJMboYKBAKMJXpEXYVjKsZQ/640?wxtype=jpeg&wxfrom=0,10.165.83.173,Edge Cloud,35.504359,694.7597617520711
36391,Dalvik/1.6.0 (Linux; U; Android 4.4.4; MI 3C MIUI/V6.6.5.0.KXDCNCF),32817,43027,30,2015-08-23 23:16:22.035581,1,2015-08-23 23:16:52.925754,1879,163.177.158.78,http://mmbiz.qpic.cn/mmbiz/f8qQDVOfjhwqePrHFQNxugtEMDj2pfics7xU415TGHQYIbibUUpCpuscicGtsYzHZ0jctUuqh4qHYV7NgI2ZnsavQ/640?wxtype=jpeg&wxfrom=0,10.165.83.173,Edge Cloud,35.890173000000004,966.7270202347588
21031,,0,43059,1,2015-08-23 23:16:53.054311,1,2015-08-23 23:16:54.054436,128,17.172.239.154,,10.165.94.13,Mobile Device,1.0,128.0
36391,Dalvik/1.6.0 (Linux; U; Android 4.4.4; MI 3C MIUI/V6.6.5.0.KXDCNCF),14052,43027,31,2015-08-23 23:16:22.075631,1,2015-08-23 23:16:53.096095,1205,163.177.158.78,http://mmbiz.qpic.cn/mmbiz/86ibYrTmViaeNssIPxzEGR7z5uwCQFaX1smn6yJvCTIluylrPmP2cG12qpxicq4e2SBhyNpvdHIgH3dBTdiblpficGQ/640?wxtype=jpeg&wxfrom=0,10.165.83.173,Edge Cloud,36.020464000000004,423.56478250807646
