Cell Identity(CI),User Agent,Downlink traffic,Location Area Code(LAC),Duration,Start Time,Radio Access Type(RAT),End Time,Uplink traffic,Destination IP,URL,Source IP,Offloading Decision,Latency,Throughput
11752,,156,43026,0,2015-08-25 23:27:32.136180,1,2015-08-25 23:27:32.656776,312,17.173.65.93,,10.162.33.141,Mobile Device,0.0,inf
11752,MicroMessenger Client,917,43026,0,2015-08-25 23:27:32.156228,1,2015-08-25 23:27:32.934252,6745,112.90.77.199,http://szminorshort.weixin.qq.com/cgi-bin/micromsg-bin/reportkvcomm,10.162.33.141,Mobile Device,0.0,inf
11383,,23800,43025,5,2015-08-25 23:27:29.573867,1,2015-08-25 23:27:35.408536,6440,17.173.66.180,,10.162.197.108,Edge Cloud,10.834669,2791.0405015603155
11752,,725,43026,3,2015-08-25 23:27:32.146314,1,2015-08-25 23:27:35.526357,2760,17.154.65.163,,10.162.33.141,Mobile Device,3.0,1161.6666666666667
21331,,172,43050,17,2015-08-25 23:27:19.684756,1,2015-08-25 23:27:36.829603,336,163.177.84.154,,10.160.126.85,Mobile Device,17.0,29.88235294117647
41133,,225,4199,1,2015-08-25 23:27:37.082671,2,2015-08-25 23:27:38.622861,493,202.108.23.105,,10.164.147.54,Mobile Device,1.0,718.0
12001,,386,43017,1,2015-08-25 23:27:40.438476,1,2015-08-25 23:27:41.671979,194,17.110.226.148,,10.163.250.30,Edge Cloud,6.233503,93.04559571079055
13291,,0,43048,14,2015-08-25 23:27:43.589785,1,2015-08-25 23:27:58.434869,300,74.125.204.139,,10.165.215.197,Mobile Device,14.0,21.428571428571427
11752,,218,43026,0,2015-08-25 23:27:46.764737,1,2015-08-25 23:27:46.766069,62,210.21.196.6,gs-loc.apple.com,10.162.33.141,Edge Cloud,5.001332,55.9850855732033
11752,MicroMessenger Client,1463,43026,0,2015-08-25 23:27:46.984669,1,2015-08-25 23:27:47.327219,860,163.177.89.181,http://szextshort.weixin.qq.com/cgi-bin/micromsg-bin/mmsnssync,10.162.33.141,Edge Cloud,5.34255,434.81109208149667
11752,,0,43026,0,2015-08-25 23:27:47.934860,1,2015-08-25 23:27:47.934860,64,17.167.194.120,,10.162.33.141,Mobile Device,0.0,inf
12152,,0,43059,0,2015-08-25 23:27:49.074326,1,2015-08-25 23:27:49.074326,174,17.143.163.21,,10.160.226.123,Mobile Device,0.0,inf
11752,,4876,43026,3,2015-08-25 23:27:46.904679,1,2015-08-25 23:27:49.974769,1105,17.167.192.152,,10.162.33.141,Edge Cloud,8.07009,741.1317593731916
11752,,126,43026,0,2015-08-25 23:27:50.424963,1,2015-08-25 23:27:50.504822,52,17.110.228.74,,10.162.33.141,Edge Cloud,5.079859,35.04034265518
21,,19845,43052,1,2015-08-25 23:23:09.882540,1,2015-08-25 23:23:11.672217,9845,101.231.120.145,,10.160.130.94,Edge Cloud,6.789677,4372.814789274954
11883,,3728,43053,60,2015-08-25 23:26:52.622418,1,2015-08-25 23:27:52.658577,5320,17.172.239.152,,10.161.128.51,Mobile Device,60.0,150.8
48691,,60,43011,21,2015-08-25 23:27:31.300953,1,2015-08-25 23:27:53.040170,260,112.80.248.74,,10.162.64.162,Mobile Device,21.0,15.238095238095237
23053,MicroMessenger Client,652,43013,0,2015-08-25 23:27:53.024785,1,2015-08-25 23:27:54.001008,874,163.177.89.181,http://szshort.weixin.qq.com/cgi-bin/micromsg-bin/newsync,10.160.64.65,Mobile Device,0.0,inf
13291,,0,43048,0,2015-08-25 23:27:54.310088,1,2015-08-25 23:27:54.310088,60,74.125.23.139,,10.165.215.197,Mobile Device,0.0,inf
11822,,0,43027,0,2015-08-25 23:27:54.463058,1,2015-08-25 23:27:54.463058,52,17.172.232.134,,10.164.153.88,Mobile Device,0.0,inf
