Cell Identity(CI),User Agent,Downlink traffic,Location Area Code(LAC),Duration,Start Time,Radio Access Type(RAT),End Time,Uplink traffic,Destination IP,URL,Source IP,Offloading Decision,Latency,Throughput
11812,,109,43015,0,2015-08-31 23:09:48.254773,1,2015-08-31 23:09:48.257629,72,210.21.196.6,134.78.251.58.in-addr.arpa,10.69.109.155,Edge Cloud,5.002856,36.17933436421116
46543,,5052,43063,1,2015-08-31 23:09:46.476131,1,2015-08-31 23:09:48.396291,620,206.190.36.124,,10.67.5.248,Edge Cloud,6.92016,819.6342281103327
46543,,172,43063,0,2015-08-31 23:09:50.537041,1,2015-08-31 23:09:50.539906,71,210.21.196.6,gsp5-cn2-ssl.ls.apple.com,10.67.5.248,Edge Cloud,5.002865,48.5721681476514
11,,11001,43041,56,2015-08-31 23:04:13.789498,1,2015-08-31 23:05:10.549529,6260,112.64.237.181,909744080,10.70.158.74,Edge Cloud,61.760031,279.4849633414206
46543,,11683,43063,2,2015-08-31 23:09:51.266393,1,2015-08-31 23:09:53.307035,2339,206.190.36.124,,10.67.5.248,Edge Cloud,7.040642,1991.5797451425594
46543,,6384,43063,2,2015-08-31 23:09:50.626453,1,2015-08-31 23:09:53.616388,1561,27.221.8.134,,10.67.5.248,Edge Cloud,7.989935,994.37604936711
11,,340,43041,5,2015-08-31 23:05:08.559494,1,2015-08-31 23:05:14.059818,988,58.251.61.174,,10.70.158.74,Mobile Device,5.0,265.6
11,,646,43041,5,2015-08-31 23:05:08.579536,1,2015-08-31 23:05:14.209699,896,140.205.203.90,,10.70.158.74,Mobile Device,5.0,308.4
13661,Mozilla/5.0(Android),475,4199,8,2015-08-31 23:09:45.636862,2,2015-08-31 23:09:54.470646,923,183.129.178.5,http://gather.lotuseed.com:80/?st=1&sv=1.1.9.1&tm=1441033783910&sid=7CAAAEs5TIRPAQAACE0wMDoxMjpmZTpjNjplMzphNUk4NjQzOTYwMTA1ODI3NzA%3D&apn=3gnet&ct=EDGE&ol=403f51e6762e8d16.405e5ec1429b225d&tc=2428&md=c74cb762d60957982aef49e9394b3562,10.66.181.167,Mobile Device,8.0,174.75
46543,,6633,43063,3,2015-08-31 23:09:51.296446,1,2015-08-31 23:09:54.916645,2139,206.190.36.124,,10.67.5.248,Edge Cloud,8.620199,1017.6099182861092
13661,Dalvik/1.6.0 (Linux; U; Android 4.0.3 Build/S-2-20),396,4199,24,2015-08-31 23:09:31.216383,2,2015-08-31 23:09:55.351492,988,140.205.163.250,http://adash.m.taobao.com/rest/sur?ak=23046372&av=4.0&c=kuaidadi&v=2.0&s=20530abe2616b953046bc3cf2732c988&d=VFTHmBXuTtADAO3pw3YBaZJZ&sv=1.0.0&p=a&t=1441033769494&u=&nsgs=1,10.66.181.167,Mobile Device,24.0,57.666666666666664
13661,Mozilla/5.0(Android),515,4199,3,2015-08-31 23:09:51.797132,2,2015-08-31 23:09:55.787270,1924,183.129.178.5,http://gather.lotuseed.com:80/?st=1&sv=1.1.9.1&tm=1441033790132&sid=7CAAAOGKToRPAQAACE0wMDoxMjpmZTpjNjplMzphNUk4NjQzOTYwMTA1ODI3NzA%3D&apn=3gnet&ct=EDGE&ol=403f51b8937c7b71.405e5ec1656df187&tc=5315&md=fd55e15c66699f8e111a9845b9f4b106,10.66.181.167,Mobile Device,3.0,813.0
46543,,9793,43063,4,2015-08-31 23:09:51.286370,1,2015-08-31 23:09:56.086388,3320,206.190.36.124,,10.67.5.248,Edge Cloud,9.800018,1338.0587668308365
46543,,19465,43063,5,2015-08-31 23:09:50.196414,1,2015-08-31 23:09:56.096397,5887,206.190.36.124,,10.67.5.248,Edge Cloud,10.899982999999999,2325.8751871447876
13661,Dalvik/1.6.0 (Linux; U; Android 4.0.3 Build/S-2-20),379,4199,66,2015-08-31 23:08:50.555090,2,2015-08-31 23:09:56.791381,1315,120.55.104.161,http://log.kuaidadi.com/upload?app=120&uid=78d0V4aQ&ss=934368c1d3dbb595cc0cff4caf1db6f3,10.66.181.167,Mobile Device,66.0,25.666666666666668
43231,,146,43026,0,2015-08-31 23:09:56.958820,1,2015-08-31 23:09:56.961305,66,210.21.196.6,tile.is.autonavi.com,10.68.216.1,Edge Cloud,5.002485,42.37893766797902
46543,,6685,43063,5,2015-08-31 23:09:52.587144,1,2015-08-31 23:09:57.586498,2191,206.190.36.124,,10.67.5.248,Edge Cloud,9.999354,887.657342664336
20393,,216,43027,76,2015-08-31 23:08:41.864881,1,2015-08-31 23:09:58.665035,220,101.226.78.48,,10.65.25.166,Mobile Device,76.0,5.7368421052631575
46543,,0,43063,0,2015-08-31 23:09:59.696620,1,2015-08-31 23:09:59.696620,48,123.58.189.26,,10.67.5.248,Mobile Device,0.0,inf
46543,,0,43063,0,2015-08-31 23:09:59.696593,1,2015-08-31 23:09:59.696593,48,123.58.189.17,,10.67.5.248,Mobile Device,0.0,inf
46543,,0,43063,0,2015-08-31 23:09:59.746779,1,2015-08-31 23:09:59.746779,48,123.58.189.25,,10.67.5.248,Mobile Device,0.0,inf
46543,,6759,43063,3,2015-08-31 23:09:57.576670,1,2015-08-31 23:10:01.446628,2400,206.190.36.124,,10.67.5.248,Edge Cloud,8.869958,1032.5866255511019
13661,,0,4199,0,2015-08-31 23:10:02.071244,2,2015-08-31 23:10:02.071244,40,120.55.104.161,,10.66.181.167,Mobile Device,0.0,inf
46543,,6925,43063,3,2015-08-31 23:09:58.846511,1,2015-08-31 23:10:02.556736,2211,206.190.36.124,,10.67.5.248,Edge Cloud,8.710225,1048.882204535474
43231,,4484,43026,36,2015-08-31 23:09:27.299245,1,2015-08-31 23:10:04.259241,2753,17.172.239.152,,10.68.216.1,Edge Cloud,41.959996,172.47380099845577
43231,GeoServices/702.71 CFNetwork/672.1.14 Darwin/14.0.0,14681,43026,7,2015-08-31 23:09:57.138845,1,2015-08-31 23:10:04.478721,1010,119.167.231.20,http://tile.is.autonavi.com/resources-3.cn,10.68.216.1,Edge Cloud,12.339876,1271.5686932348428
46543,,12727,43063,5,2015-08-31 23:09:58.856584,1,2015-08-31 23:10:04.805343,2279,206.190.36.124,,10.67.5.248,Edge Cloud,10.948758999999999,1370.5662897502814
10303,,733,43061,0,2015-08-31 23:10:07.962082,1,2015-08-31 23:10:07.976942,304,210.21.196.6,p04-keyvalueservice.icloud.com,10.69.83.251,Edge Cloud,5.01486,206.78543369107015
13661,,0,4199,25,2015-08-31 23:09:42.636530,2,2015-08-31 23:10:08.370906,200,140.205.163.250,,10.66.181.167,Mobile Device,25.0,8.0
46543,,641,43063,36,2015-08-31 23:04:52.105808,1,2015-08-31 23:05:29.089004,1094,163.177.90.49,490860625,10.67.5.248,Mobile Device,36.0,48.19444444444444
30543,,652,43061,0,2015-08-31 23:10:11.449219,1,2015-08-31 23:10:15.172329,339,210.21.196.6,mobile.meituan.com,10.67.210.115,Edge Cloud,8.72311,113.60627115787833
30543,,68,43061,0,2015-08-31 23:10:11.449095,1,2015-08-31 23:10:11.538969,120,163.177.89.180,,10.67.210.115,Mobile Device,0.0,inf
30543,,0,43061,0,2015-08-31 23:10:11.449052,1,2015-08-31 23:10:11.449052,60,74.125.204.102,,10.67.210.115,Mobile Device,0.0,inf
30543,,389,43061,241,2015-08-31 23:06:10.424181,1,2015-08-31 23:10:11.708787,557,202.91.239.146,,10.67.210.115,Mobile Device,241.0,3.925311203319502
30543,,887,43061,298,2015-08-31 23:05:13.448750,1,2015-08-31 23:10:11.719000,1655,140.205.195.99,,10.67.210.115,Mobile Device,298.0,8.53020134228188
30543,,40,43061,0,2015-08-31 23:10:12.282104,1,2015-08-31 23:10:12.368741,40,124.251.11.16,,10.67.210.115,Mobile Device,0.0,inf
27223,,0,4188,0,2015-08-31 23:10:13.902182,2,2015-08-31 23:10:13.902182,40,140.205.163.250,,10.66.229.182,Mobile Device,0.0,inf
30543,,0,43061,0,2015-08-31 23:10:14.528898,1,2015-08-31 23:10:14.528898,60,74.125.204.100,,10.67.210.115,Mobile Device,0.0,inf
30543,,0,43061,3,2015-08-31 23:10:14.588926,1,2015-08-31 23:10:17.598900,180,74.125.204.102,,10.67.210.115,Mobile Device,3.0,60.0
