Cell Identity(CI),User Agent,Downlink traffic,Location Area Code(LAC),Duration,Start Time,Radio Access Type(RAT),End Time,Uplink traffic,Destination IP,URL,Source IP,Offloading Decision,Latency,Throughput
12381,,468,43064,15,2015-08-22 23:13:25.546496,1,2015-08-22 23:13:40.767099,808,58.251.61.175,,10.165.175.120,Mobile Device,15.0,85.06666666666666
12381,,260,43064,12,2015-08-22 23:13:28.526596,1,2015-08-22 23:13:41.307066,648,17.167.192.128,,10.165.175.120,Mobile Device,12.0,75.66666666666667
12381,,260,43064,8,2015-08-22 23:13:33.266732,1,2015-08-22 23:13:41.627020,584,17.167.194.149,,10.165.175.120,Mobile Device,8.0,105.5
12381,,208,43064,12,2015-08-22 23:13:28.986662,1,2015-08-22 23:13:41.627021,608,17.167.194.120,,10.165.175.120,Mobile Device,12.0,68.0
12381,,312,43064,12,2015-08-22 23:13:29.646747,1,2015-08-22 23:13:41.647007,688,17.167.192.152,,10.165.175.120,Mobile Device,12.0,83.33333333333333
12381,,312,43064,12,2015-08-22 23:13:29.446672,1,2015-08-22 23:13:41.647007,688,17.167.192.176,,10.165.175.120,Mobile Device,12.0,83.33333333333333
12381,,364,43064,10,2015-08-22 23:13:31.666832,1,2015-08-22 23:13:41.707025,728,17.167.194.148,,10.165.175.120,Mobile Device,10.0,109.2
12381,,21294,43064,40,2015-08-22 23:13:01.345437,1,2015-08-22 23:13:41.827044,3337,17.167.192.128,,10.165.175.120,Edge Cloud,45.481607,541.5595803376077
20142,,514,43062,2,2015-08-22 23:13:41.854510,1,2015-08-22 23:13:43.942229,194,17.143.160.162,,10.161.121.129,Edge Cloud,7.087719,99.89109331224898
12381,,156,43064,5,2015-08-22 23:13:36.926906,1,2015-08-22 23:13:42.607132,504,17.167.192.152,,10.165.175.120,Mobile Device,5.0,132.0
12142,,1243,43018,0,2015-08-22 23:13:42.665358,1,2015-08-22 23:13:58.746748,422,210.21.196.6,r.inews.qq.com,10.162.135.143,Edge Cloud,21.08139,78.97961187568752
11462,,712,43041,3,2015-08-22 23:13:39.069240,1,2015-08-22 23:13:42.797307,1072,220.249.244.240,,10.163.20.177,Mobile Device,3.0,594.6666666666666
11462,,58444,43041,0,2015-08-22 23:13:42.615210,1,2015-08-22 23:13:43.138966,2378,220.249.244.239,,10.163.20.177,Edge Cloud,5.523756,11010.986003002306
12142,qqlive4iphone,577,43018,0,2015-08-22 23:13:43.764519,1,2015-08-22 23:13:43.917278,884,163.177.89.184,http://vv.video.qq.com/checktime?otype=json&localTime=1440256423&n=3040999097&pubfrom=%26dev_model%3DiPhone%206%20plus%26app_ver%3D4.7.3.4.7.3.66831%26pt%3D7%26mlogin_type%3D0,10.162.135.143,Mobile Device,0.0,inf
12381,,260,43064,8,2015-08-22 23:13:35.167466,1,2015-08-22 23:13:43.987223,456,112.90.74.149,,10.165.175.120,Mobile Device,8.0,89.5
1452,,164,43028,30,2015-08-22 23:13:13.365754,1,2015-08-22 23:13:44.135893,1184,17.172.232.52,,10.165.59.251,Mobile Device,30.0,44.93333333333333
12142,,52,43018,0,2015-08-22 23:13:44.536426,1,2015-08-22 23:13:44.944469,104,17.167.194.120,,10.162.135.143,Mobile Device,0.0,inf
12142,,52,43018,0,2015-08-22 23:13:44.671456,1,2015-08-22 23:13:45.078494,104,17.167.194.148,,10.162.135.143,Mobile Device,0.0,inf
12142,,204,43018,0,2015-08-22 23:13:45.088518,1,2015-08-22 23:13:45.229387,963,112.90.78.181,,10.162.135.143,Mobile Device,0.0,inf
12142,%E8%85%BE%E8%AE%AF%E6%96%B0%E9%97%BB/4.7.3.66831 CFNetwork/711.4.6 Darwin/14.0.0,361844,43018,29,2015-08-22 23:13:43.443468,1,2015-08-22 23:14:14.828400,53794,163.177.158.78,http://inews.gtimg.com/newsapp_ls/0/58454577_960495/0?tp=webp,10.162.135.143,Edge Cloud,36.384932,11423.355140529053
12142,%E8%85%BE%E8%AE%AF%E6%96%B0%E9%97%BB/4.7.3.66831 CFNetwork/711.4.6 Darwin/14.0.0,612,43018,2,2015-08-22 23:13:43.273386,1,2015-08-22 23:13:45.413483,2116,163.177.89.173,http://pingma.qq.com/mstat/report,10.162.135.143,Mobile Device,2.0,1364.0
12381,amap-iphone,1782,43064,22,2015-08-22 23:13:26.286668,1,2015-08-22 23:14:20.049989,2846,119.90.32.75,http://aes.amap.com/aes/nugget-web/snatchtimestatus,10.165.175.120,Mobile Device,22.0,210.36363636363637
12142,腾讯新闻 4.7.3 qqnews (iPhone; iPhone OS 8.4; zh_CN; 4.7.3.66831),594,43018,4,2015-08-22 23:13:42.733387,1,2015-08-22 23:13:47.260572,1483,163.177.72.152,http://r.inews.qq.com/appEventNotice?appver=8.4_qqnews_4.7.3&__qnr=1b88c9254b73&screen_width=375&idfa=D5963BB9-1823-4F1D-BC68-DEA3C31210F2&screen_height=667&devid=51B8DCFD-1C7D-438A-AA27-C462FB50B8B5&device_model=iPhone&screen_scale=3&store=1,10.162.135.143,Mobile Device,4.0,519.25
12381,,260,43064,10,2015-08-22 23:13:36.886935,1,2015-08-22 23:13:47.627257,584,17.167.194.120,,10.165.175.120,Mobile Device,10.0,84.4
12381,,0,43064,0,2015-08-22 23:13:47.627256,1,2015-08-22 23:13:47.627256,40,140.205.182.248,,10.165.175.120,Mobile Device,0.0,inf
12381,,104,43064,10,2015-08-22 23:13:36.906877,1,2015-08-22 23:13:47.667156,464,17.167.192.176,,10.165.175.120,Mobile Device,10.0,56.8
12381,MicroMessenger Client,2465,43064,18,2015-08-22 23:13:28.946623,1,2015-08-22 23:13:47.667135,1694,163.177.89.181,http://szextshort.weixin.qq.com/cgi-bin/micromsg-bin/mmsnssync,10.165.175.120,Edge Cloud,23.720512,175.33348352683112
12381,,208,43064,10,2015-08-22 23:13:37.566865,1,2015-08-22 23:13:47.687172,480,17.167.194.149,,10.165.175.120,Mobile Device,10.0,68.8
12381,,312,43064,11,2015-08-22 23:13:36.846831,1,2015-08-22 23:13:47.947176,688,17.167.192.128,,10.165.175.120,Mobile Device,11.0,90.9090909090909
12381,,260,43064,10,2015-08-22 23:13:37.046914,1,2015-08-22 23:13:47.947215,584,17.167.194.148,,10.165.175.120,Mobile Device,10.0,84.4
12381,,55937,43064,75,2015-08-22 23:12:33.224479,1,2015-08-22 23:13:48.727218,3938,17.167.194.123,,10.165.175.120,Edge Cloud,80.502739,743.7635134377228
30691,,471,43055,0,2015-08-22 23:13:52.798996,1,2015-08-22 23:13:55.422872,142,210.21.196.6,init-p01st.push.apple.com,10.163.47.124,Edge Cloud,7.623876,80.40529515432833
11462,,592,43041,3,2015-08-22 23:13:50.589875,1,2015-08-22 23:13:53.749951,984,220.249.244.240,,10.163.20.177,Mobile Device,3.0,525.3333333333334
11462,,66232,43041,0,2015-08-22 23:13:53.590025,1,2015-08-22 23:13:54.309959,2858,220.249.244.239,,10.163.20.177,Edge Cloud,5.719934,12078.810699564016
12381,,35824,43064,87,2015-08-22 23:12:26.704246,1,2015-08-22 23:13:54.347565,2838,17.167.194.123,,10.165.175.120,Edge Cloud,92.643319,417.32097270824244
30691,,0,43055,0,2015-08-22 23:13:55.491022,1,2015-08-22 23:13:55.491022,64,17.172.232.52,,10.163.47.124,Mobile Device,0.0,inf
11783,,0,43063,0,2015-08-22 23:13:56.112734,1,2015-08-22 23:13:56.112734,114,118.194.56.57,,10.164.254.223,Mobile Device,0.0,inf
30691,,0,43055,0,2015-08-22 23:13:56.190982,1,2015-08-22 23:13:56.190982,64,17.172.232.68,,10.163.47.124,Mobile Device,0.0,inf
12381,AMapiPhone/7.0.0.3 CFNetwork/548.0.4 Darwin/11.0.0,1222,43064,20,2015-08-22 23:13:36.586858,1,2015-08-22 23:13:56.787450,4952,110.173.196.36,http://alog.umeng.com/app_logs,10.165.175.120,Mobile Device,20.0,308.7
12381,,104,43064,10,2015-08-22 23:13:46.787152,1,2015-08-22 23:13:57.007506,208,17.167.192.176,,10.165.175.120,Mobile Device,10.0,31.2
12381,,156,43064,13,2015-08-22 23:13:43.727200,1,2015-08-22 23:13:57.007457,312,17.167.192.128,,10.165.175.120,Mobile Device,13.0,36.0
12381,,52,43064,9,2015-08-22 23:13:47.947175,1,2015-08-22 23:13:57.007507,104,17.167.194.148,,10.165.175.120,Mobile Device,9.0,17.333333333333332
12142,腾讯新闻 4.7.3 qqnews (iPhone; iPhone OS 8.4; zh_CN; 4.7.3.66831),648,43018,13,2015-08-22 23:13:43.195360,1,2015-08-22 23:13:57.054888,1768,220.249.243.160,http://w.inews.qq.com/reportTokenPhone?appver=8.4_qqnews_4.7.3&__qnr=1b88c925a15e&screen_width=375&idfa=D5963BB9-1823-4F1D-BC68-DEA3C31210F2&screen_height=667&devid=51B8DCFD-1C7D-438A-AA27-C462FB50B8B5&device_model=iPhone&screen_scale=3&store=1,10.162.135.143,Mobile Device,13.0,185.84615384615384
12381,,104,43064,9,2015-08-22 23:13:47.347312,1,2015-08-22 23:13:57.067492,208,17.167.192.152,,10.165.175.120,Mobile Device,9.0,34.666666666666664
12381,,156,43064,10,2015-08-22 23:13:46.367283,1,2015-08-22 23:13:57.267592,312,17.167.194.120,,10.165.175.120,Mobile Device,10.0,46.8
30691,,0,43055,4,2015-08-22 23:13:52.794928,1,2015-08-22 23:13:57.669092,226,17.110.228.26,,10.163.47.124,Mobile Device,4.0,56.5
12142,腾讯新闻 4.7.3 qqnews (iPhone; iPhone OS 8.4; zh_CN; 4.7.3.66831),3037,43018,14,2015-08-22 23:13:43.454397,1,2015-08-22 23:13:58.338862,957,140.206.164.34,http://apis.map.qq.com/ws/geocoder/v1?key=P7ABZ-NYH3F-2YRJB-JZLGS-RKMF7-NSFFS&location=31.202626%2C121.547258&parameter=%7B%22user_id%22%3A%22%22%2C%22address_len_limit%22%3A13%7D&coord_type=1,10.162.135.143,Edge Cloud,19.884465,200.86031985270915
