Cell Identity(CI),User Agent,Downlink traffic,Location Area Code(LAC),Duration,Start Time,Radio Access Type(RAT),End Time,Uplink traffic,Destination IP,URL,Source IP,Offloading Decision,Latency,Throughput
27223,,846,43018,2,2015-08-21 23:33:12.372418,1,2015-08-21 23:33:51.898663,303,210.21.196.6,a1759.phobos-apple.com.akadns.net,10.161.18.243,Edge Cloud,44.526245,25.805005564695605
51913,,0,43024,0,2015-08-21 23:33:13.964195,1,2015-08-21 23:33:13.964195,40,17.167.194.123,,192.168.169.104,Mobile Device,0.0,inf
51913,,0,43024,0,2015-08-21 23:33:15.456276,1,2015-08-21 23:33:15.456276,40,17.167.194.123,,192.168.169.104,Mobile Device,0.0,inf
20512,,39013,43051,1020,2015-08-21 23:16:36.349035,1,2015-08-21 23:33:36.742988,14265,112.90.140.220,895357582,10.162.192.187,Edge Cloud,1025.393953,51.95856660176735
51913,,940,43024,19,2015-08-21 23:33:20.152874,1,2015-08-21 23:33:39.722982,336,210.21.196.6,iphone-ld.apple.com,10.164.25.23,Edge Cloud,24.570108,51.93302365622487
51913,,92,43024,1,2015-08-21 23:33:19.412359,1,2015-08-21 23:33:20.712925,184,17.167.194.148,,10.164.25.23,Mobile Device,1.0,276.0
51913,,4876,43024,3,2015-08-21 23:33:18.682381,1,2015-08-21 23:33:22.233088,1145,17.167.194.120,,10.164.25.23,Edge Cloud,8.550707,704.1522999209305
51913,,68925,43024,2,2015-08-21 23:33:20.242407,1,2015-08-21 23:33:22.432617,2925,23.63.39.108,,10.164.25.23,Edge Cloud,7.19021,9992.754036391148
51913,,5137,43024,4,2015-08-21 23:33:21.573017,1,2015-08-21 23:33:25.684637,1592,17.167.194.120,,10.164.25.23,Edge Cloud,9.11162,738.507532140278
10052,,0,43049,0,2015-08-21 23:33:25.977873,1,2015-08-21 23:33:25.977873,89,65.55.164.215,,10.162.185.140,Mobile Device,0.0,inf
51913,,0,43024,0,2015-08-21 23:33:26.948655,1,2015-08-21 23:33:26.948655,40,140.205.159.56,,192.168.169.101,Mobile Device,0.0,inf
51913,,52,43024,0,2015-08-21 23:33:26.690671,1,2015-08-21 23:33:27.340741,104,17.167.194.148,,10.164.25.23,Mobile Device,0.0,inf
51913,,4888,43024,3,2015-08-21 23:33:25.686570,1,2015-08-21 23:33:28.868713,1145,17.167.194.120,,10.164.25.23,Edge Cloud,8.182143,737.3373943721101
