Cell Identity(CI),User Agent,Downlink traffic,Location Area Code(LAC),Duration,Start Time,Radio Access Type(RAT),End Time,Uplink traffic,Destination IP,URL,Source IP,Offloading Decision,Latency,Throughput
45831,MicroMessenger Client,489,43018,0,2015-08-05 23:31:56.445048,1,2015-08-05 23:31:56.732518,759,140.206.160.213,http://short.weixin.qq.com/cgi-bin/micromsg-bin/statusnotify,172.29.200.243,Mobile Device,0.0,inf
45831,MicroMessenger Client,1565,43018,0,2015-08-05 23:31:56.745663,1,2015-08-05 23:31:57.032702,852,140.206.160.213,http://short.weixin.qq.com/cgi-bin/micromsg-bin/mmsnssync,172.29.200.243,Edge Cloud,5.287039,457.15569716811245
52812,,2355,43050,486,2015-08-05 23:23:51.281818,1,2015-08-05 23:31:57.305335,2741,123.58.59.62,,172.26.198.58,Mobile Device,486.0,10.48559670781893
13011,,0,43061,0,2015-08-05 23:31:58.245298,1,2015-08-05 23:31:58.245298,40,61.135.185.33,,172.27.111.96,Mobile Device,0.0,inf
13011,Apache-HttpClient/UNAVAILABLE (java 1.4),7774,43061,274,2015-08-05 23:31:22.384359,1,2015-08-05 23:32:37.702361,6710,61.135.185.33,http://loc.map.baidu.com/sdk.php,172.27.111.96,Edge Cloud,80.318002,180.3331711364035
23052,,156,3286,0,2015-08-05 23:32:01.737811,2,2015-08-05 23:33:01.248001,124,210.21.196.6,forecast.sina.cn,172.21.223.126,Edge Cloud,64.51019,4.34039955548108
45831,MicroMessenger Client,5405,43018,0,2015-08-05 23:32:01.845442,1,2015-08-05 23:32:02.272909,708,140.206.160.213,http://short.weixin.qq.com/cgi-bin/micromsg-bin/mmsearchhomepage,172.29.200.243,Edge Cloud,5.427467,1126.3080917857262
46721,,4876,43042,1,2015-08-05 23:32:00.718767,1,2015-08-05 23:32:02.309966,1081,17.134.62.236,,172.31.30.173,Edge Cloud,6.591199,903.780935759943
45831,MicroMessenger Client,1212,43018,0,2015-08-05 23:32:02.295405,1,2015-08-05 23:32:02.665500,700,140.206.160.213,http://short.weixin.qq.com/cgi-bin/micromsg-bin/mmsearchhomepage,172.29.200.243,Edge Cloud,5.370095,356.04584276442034
23052,Dalvik/1.4.0 (Linux; U; Android 2.3.6; Lenovo A369 Build/GRK39F),789,3286,0,2015-08-05 23:32:02.079246,2,2015-08-05 23:32:02.727450,637,123.125.29.206,http://forecast.sina.cn/app/overall/newest.php?api_key=517276c07b762&device=Lenovo+A369&pd=tq&pid=free&pt=5010&pv=3.619&sv=2.3.6&uid=861000024581629&sign=157d5e9a0b43727af177361fe280deca,172.21.223.126,Edge Cloud,5.648204,252.46963459535104
23052,Dalvik/1.4.0 (Linux; U; Android 2.3.6; Lenovo A369 Build/GRK39F),998,3286,0,2015-08-05 23:32:02.019400,2,2015-08-05 23:32:02.805288,566,123.125.29.206,http://forecast.sina.cn/app/weibo/getbusstr.php?pt=1&pver=3.619&uid=861000024581629&device=Lenovo+A369%2F2.3.6&pd=0,172.21.223.126,Edge Cloud,5.785888,270.31287159378127
45831,MicroMessenger Client,3893,43018,0,2015-08-05 23:32:02.605377,1,2015-08-05 23:32:02.982598,752,140.206.160.213,http://short.weixin.qq.com/cgi-bin/micromsg-bin/mmsearchhomepage,172.29.200.243,Edge Cloud,5.377221,863.8291042901158
45831,MicroMessenger Client,489,43018,0,2015-08-05 23:32:02.955330,1,2015-08-05 23:32:03.355329,700,140.206.160.213,http://short.weixin.qq.com/cgi-bin/micromsg-bin/mmsearchhomepage,172.29.200.243,Mobile Device,0.0,inf
23052,Dalvik/1.4.0 (Linux; U; Android 2.3.6; Lenovo A369 Build/GRK39F),761,3286,0,2015-08-05 23:32:02.895851,2,2015-08-05 23:32:03.451787,690,123.125.29.206,http://forecast.sina.cn/app/lifedex/v3/notice.php?api_key=517276c07b762&citycode=WMXX1336&device=Lenovo+A369%2F2.3.6&max_id=&pd=tq&pid=free&pt=5010&pv=3.619&resolution=480*800&sv=2.3.6&tqt_userid=31688310&ts=1438788722916&uid=861000024581629&sign=43b721307112fed089cda75fd46e4880,172.21.223.126,Edge Cloud,5.555936,261.16211561832245
46721,,10265,43042,1,2015-08-05 23:32:01.948977,1,2015-08-05 23:32:03.751971,1688,17.134.62.236,,172.31.30.173,Edge Cloud,6.802994,1757.0205118511055
45831,,252,43018,0,2015-08-05 23:32:05.525598,1,2015-08-05 23:32:05.529603,60,210.21.196.6,cmmsns.qpic.cn,172.29.200.243,Edge Cloud,5.004005,62.350057603859305
13011,,17479,43061,5,2015-08-05 23:32:00.481353,1,2015-08-05 23:32:06.391283,2408,112.80.248.51,http://v.navi.baidu.com/high/?qt=vUnit&c=120003012660709&v=0&fv=3000,172.27.111.96,Edge Cloud,10.90993,1822.8347936237906
46721,,4876,43042,1,2015-08-05 23:32:05.545069,1,2015-08-05 23:32:07.052022,1081,17.134.62.236,,172.31.30.173,Edge Cloud,6.506953,915.4822541364598
45831,WeChat/6.1.5.21 CFNetwork/711.1.16 Darwin/14.0.0,32712,43018,2,2015-08-05 23:32:05.595690,1,2015-08-05 23:32:07.855690,3008,111.161.111.117,http://mmsns.qpic.cn/mmsns/iaaV9S83T8sooGmVDnauNr7hLnN9ibOv2vUp8ArHw7j36CbGpNAlfpPA/0,172.29.200.243,Edge Cloud,7.26,4920.110192837466
13011,,0,43061,0,2015-08-05 23:32:08.211346,1,2015-08-05 23:32:08.211346,40,61.135.186.203,,172.27.111.96,Mobile Device,0.0,inf
13011,,0,43061,0,2015-08-05 23:32:08.371332,1,2015-08-05 23:32:08.371332,40,61.135.185.33,,172.27.111.96,Mobile Device,0.0,inf
46721,,5177,43042,1,2015-08-05 23:32:06.697044,1,2015-08-05 23:32:08.461338,1592,17.134.62.236,,172.31.30.173,Edge Cloud,6.764294,1000.6957119249992
13011,,186,43061,1,2015-08-05 23:32:10.071380,1,2015-08-05 23:32:11.751391,1020,58.67.203.152,,172.27.111.96,Mobile Device,1.0,1206.0
45831,MicroMessenger Client,10218,43018,1,2015-08-05 23:32:17.564608,1,2015-08-05 23:32:19.405986,908,140.206.160.213,http://short.weixin.qq.com/cgi-bin/micromsg-bin/mmsearchhomepage,172.29.200.243,Edge Cloud,6.841378,1626.2805534206707
45831,,164,43018,65,2015-08-05 23:31:17.507212,1,2015-08-05 23:32:22.512104,220,163.177.90.197,,172.29.200.243,Mobile Device,65.0,5.907692307692308
13011,,0,43061,0,2015-08-05 23:32:24.778601,1,2015-08-05 23:32:24.778601,40,112.80.248.47,,172.27.111.96,Mobile Device,0.0,inf
10041,%E9%AB%98%E5%BE%B7%E5%AF%BC%E8%88%AA/9.3.13 CFNetwork/711.3.18 Darwin/14.0.0,1513,43044,3,2015-08-05 23:32:21.761662,1,2015-08-05 23:32:24.865697,34502,140.205.178.45,http://tsp.autonavi.com/apiserver_web/dcs/collData,172.29.162.113,Mobile Device,3.0,12005.0
52453,,182,43024,0,2015-08-05 23:32:24.874427,1,2015-08-05 23:32:24.877107,63,210.21.196.6,monitor.uu.qq.com,172.28.224.252,Edge Cloud,5.00268,48.9737500699625
21363,,5471,43019,1,2015-08-05 23:27:44.992276,1,2015-08-05 23:27:46.394837,1678,112.95.150.239,,172.26.229.230,Edge Cloud,6.402561,1116.584441756978
13011,,0,43061,0,2015-08-05 23:32:26.777198,1,2015-08-05 23:32:26.777198,40,61.135.185.33,,172.27.111.96,Mobile Device,0.0,inf
13011,,0,43061,0,2015-08-05 23:32:27.364046,1,2015-08-05 23:32:27.364046,40,112.80.248.72,,172.27.111.96,Mobile Device,0.0,inf
13011,,0,43061,0,2015-08-05 23:32:27.881882,1,2015-08-05 23:32:27.881882,40,61.135.185.33,,172.27.111.96,Mobile Device,0.0,inf
13011,,0,43061,0,2015-08-05 23:32:27.891935,1,2015-08-05 23:32:27.891935,40,61.135.185.33,,172.27.111.96,Mobile Device,0.0,inf
52453,QSCharmer (unknown version) CFNetwork/672.1.14 Darwin/14.0.0,543,43024,2,2015-08-05 23:32:25.572875,1,2015-08-05 23:32:28.031236,1077,163.177.67.190,http://monitor.uu.qq.com/analytics/upload,172.28.224.252,Mobile Device,2.0,810.0
13011,,0,43061,0,2015-08-05 23:32:29.801918,1,2015-08-05 23:32:29.801918,40,112.80.248.47,,172.27.111.96,Mobile Device,0.0,inf
13011,,0,43061,0,2015-08-05 23:32:31.731981,1,2015-08-05 23:32:31.731981,40,61.135.185.33,,172.27.111.96,Mobile Device,0.0,inf
13011,,0,43061,0,2015-08-05 23:32:31.741704,1,2015-08-05 23:32:31.741704,40,61.135.185.33,,172.27.111.96,Mobile Device,0.0,inf
13011,,0,43061,0,2015-08-05 23:32:31.751943,1,2015-08-05 23:32:31.751943,40,61.135.185.33,,172.27.111.96,Mobile Device,0.0,inf
13011,,0,43061,0,2015-08-05 23:32:31.761905,1,2015-08-05 23:32:31.761905,40,61.135.185.33,,172.27.111.96,Mobile Device,0.0,inf
13011,,0,43061,0,2015-08-05 23:32:33.011952,1,2015-08-05 23:32:33.011952,40,61.135.185.33,,172.27.111.96,Mobile Device,0.0,inf
13011,,0,43061,0,2015-08-05 23:32:33.021990,1,2015-08-05 23:32:33.021990,40,61.135.185.33,,172.27.111.96,Mobile Device,0.0,inf
13011,,0,43061,0,2015-08-05 23:32:33.031952,1,2015-08-05 23:32:33.031952,40,61.135.185.33,,172.27.111.96,Mobile Device,0.0,inf
13011,,0,43061,34,2015-08-05 23:32:00.481353,1,2015-08-05 23:32:34.892069,200,112.80.248.51,,172.27.111.96,Mobile Device,34.0,5.882352941176471
13011,,0,43061,0,2015-08-05 23:32:37.692358,1,2015-08-05 23:32:37.692358,40,61.135.185.33,,172.27.111.96,Mobile Device,0.0,inf
45831,MicroMessenger Client,433,43018,1,2015-08-05 23:32:38.367759,1,2015-08-05 23:32:39.523629,681,140.206.160.213,http://short.weixin.qq.com/cgi-bin/micromsg-bin/statusnotify,172.29.200.243,Mobile Device,1.0,1114.0
45831,MicroMessenger Client,1565,43018,0,2015-08-05 23:32:39.546921,1,2015-08-05 23:32:39.843079,852,140.206.160.213,http://short.weixin.qq.com/cgi-bin/micromsg-bin/mmsnssync,172.29.200.243,Edge Cloud,5.296158,456.3685600014199
52812,,83,43050,0,2015-08-05 23:32:44.578376,1,2015-08-05 23:32:45.155787,128,121.201.8.123,,172.26.198.58,Mobile Device,0.0,inf
42072,,352,43013,0,2015-08-05 23:32:45.811228,1,2015-08-05 23:33:04.065804,207,210.21.196.6,api.weather.com.edgekey.net,172.27.85.90,Edge Cloud,23.254576,24.03827960569997
46721,,4876,43042,1,2015-08-05 23:32:44.256017,1,2015-08-05 23:32:46.041069,1105,17.134.62.236,,172.31.30.173,Edge Cloud,6.785052,881.4965603800825
46721,,10691,43042,1,2015-08-05 23:32:45.693034,1,2015-08-05 23:32:47.378306,1891,17.134.62.236,,172.31.30.173,Edge Cloud,6.685272,1882.0475816092448
12001,,52,43017,0,2015-08-05 23:32:47.890098,1,2015-08-05 23:32:48.194027,126,17.172.239.15,,172.31.99.104,Mobile Device,0.0,inf
13011,,0,43061,20,2015-08-05 23:32:27.871870,1,2015-08-05 23:32:48.229829,2252,140.205.142.216,,172.27.111.96,Mobile Device,20.0,112.6
42072,,9294,43013,3,2015-08-05 23:32:46.212648,1,2015-08-05 23:32:49.906314,2043,23.37.126.35,,172.27.85.90,Edge Cloud,8.693666,1304.0528587134586
42072,,4543,43013,1,2015-08-05 23:32:49.881202,1,2015-08-05 23:32:51.159386,1567,23.37.126.35,,172.27.85.90,Edge Cloud,6.2781839999999995,973.2113617568393
23052,,0,3286,0,2015-08-05 23:33:01.541545,2,2015-08-05 23:33:01.541545,106,210.21.196.6,,172.21.223.126,Mobile Device,0.0,inf
42072,,4591,43013,1,2015-08-05 23:32:51.111191,1,2015-08-05 23:32:52.388973,1567,23.37.126.35,,172.27.85.90,Edge Cloud,6.277782,980.9196942487011
42072,,0,43013,0,2015-08-05 23:32:52.691891,1,2015-08-05 23:32:52.691891,384,58.251.61.175,,172.27.85.90,Mobile Device,0.0,inf
42072,,0,43013,0,2015-08-05 23:32:53.031940,1,2015-08-05 23:32:53.031940,443,163.177.89.181,,172.27.85.90,Mobile Device,0.0,inf
42072,,0,43013,0,2015-08-05 23:32:57.072238,1,2015-08-05 23:32:57.072238,513,112.90.77.199,,172.27.85.90,Mobile Device,0.0,inf
46721,,4876,43042,1,2015-08-05 23:33:00.996625,1,2015-08-05 23:33:02.466767,1081,17.134.62.236,,172.31.30.173,Edge Cloud,6.470142,920.6907669105253
52453,,1452,43024,17,2015-08-05 23:33:03.816814,1,2015-08-05 23:33:21.039958,772,17.110.227.87,,172.28.224.252,Edge Cloud,22.223144,100.07584885378954
46721,,10786,43042,1,2015-08-05 23:33:02.116658,1,2015-08-05 23:33:03.819906,2019,17.134.62.236,,172.31.30.173,Edge Cloud,6.703248,1910.267977553568
42072,,0,43013,0,2015-08-05 23:33:04.052846,1,2015-08-05 23:33:04.052846,443,163.177.89.181,,172.27.85.90,Mobile Device,0.0,inf
42072,MicroMessenger Client,3095,43013,0,2015-08-05 23:33:04.143230,1,2015-08-05 23:33:04.437899,815,112.90.74.149,http://szshort.weixin.qq.com/cgi-bin/micromsg-bin/newsync,172.27.85.90,Edge Cloud,5.294669,738.4786471071185
