Cell Identity(CI),User Agent,Downlink traffic,Location Area Code(LAC),Duration,Start Time,Radio Access Type(RAT),End Time,Uplink traffic,Destination IP,URL,Source IP,Offloading Decision,Latency,Throughput
45292,,0,43018,19,2015-08-18 23:04:23.109556,1,2015-08-18 23:04:42.729951,240,74.125.23.113,,10.163.130.242,Mobile Device,19.0,12.631578947368421
45292,,0,43018,0,2015-08-18 23:04:23.289590,1,2015-08-18 23:04:23.289590,60,74.125.200.95,,10.163.130.242,Mobile Device,0.0,inf
30633,,0,43026,0,2015-08-18 23:04:23.782306,1,2015-08-18 23:04:23.782306,40,223.6.254.51,,10.165.58.58,Mobile Device,0.0,inf
14592,,56522,43063,44,2015-08-18 23:03:39.035803,1,2015-08-18 23:04:23.913827,2229,122.13.85.13,http://vs3.gzcu.u3.ucweb.com/?ucid=1503-5611451592-3a1a463c,10.164.40.61,Edge Cloud,49.878024,1177.8934947382838
47721,,285,43017,0,2015-08-18 23:04:23.957919,1,2015-08-18 23:04:23.960151,71,210.21.196.6,38-courier.push.apple.com,10.160.141.64,Edge Cloud,5.002232,71.16823050190395
45292,,0,43018,0,2015-08-18 23:04:24.089569,1,2015-08-18 23:04:24.089569,60,74.125.23.100,,10.163.130.242,Mobile Device,0.0,inf
10061,QQ/5.4.0.454 CFNetwork/711.4.6 Darwin/14.0.0,472,43061,2,2015-08-18 23:04:21.748228,1,2015-08-18 23:04:24.408897,1308,163.177.67.141,http://opensdk.uu.qq.com/analytics/upload,10.162.175.70,Mobile Device,2.0,890.0
47721,,0,43017,0,2015-08-18 23:04:25.054999,1,2015-08-18 23:04:25.054999,64,17.172.232.71,,10.160.141.64,Mobile Device,0.0,inf
31662,,186,43064,0,2015-08-18 23:04:25.286396,1,2015-08-18 23:04:25.443158,166,202.108.23.105,,10.165.6.224,Edge Cloud,5.156762,68.25988866657023
30633,,76,43026,0,2015-08-18 22:59:46.881361,1,2015-08-18 22:59:46.900311,76,17.253.84.123,,10.165.58.58,Mobile Device,0.0,inf
30633,,76,43026,0,2015-08-18 22:59:46.991248,1,2015-08-18 22:59:47.008411,76,17.253.84.125,,10.165.58.58,Mobile Device,0.0,inf
45292,,0,43018,0,2015-08-18 23:04:27.009243,1,2015-08-18 23:04:27.009243,60,74.125.23.138,,10.163.130.242,Mobile Device,0.0,inf
14592,,168,43063,24,2015-08-18 23:04:02.246655,1,2015-08-18 23:04:27.111637,216,122.13.85.13,,10.164.40.61,Mobile Device,24.0,16.0
30633,,76,43026,0,2015-08-18 22:59:47.101317,1,2015-08-18 22:59:47.168212,76,17.253.72.241,,10.165.58.58,Mobile Device,0.0,inf
45292,,0,43018,0,2015-08-18 23:04:27.329266,1,2015-08-18 23:04:27.329266,60,74.125.23.102,,10.163.130.242,Mobile Device,0.0,inf
46113,,0,43026,0,2015-08-18 23:04:27.933738,1,2015-08-18 23:04:27.933738,60,74.125.23.113,,10.160.223.167,Mobile Device,0.0,inf
46113,,0,43026,12,2015-08-18 23:04:27.937874,1,2015-08-18 23:04:40.924705,300,74.125.68.188,,10.160.223.167,Mobile Device,12.0,25.0
46113,,0,43026,0,2015-08-18 23:04:27.943668,1,2015-08-18 23:04:27.943668,60,159.106.121.75,,10.160.223.167,Mobile Device,0.0,inf
46113,,0,43026,0,2015-08-18 23:04:27.948226,1,2015-08-18 23:04:27.948226,60,74.125.23.102,,10.160.223.167,Mobile Device,0.0,inf
46113,,0,43026,0,2015-08-18 23:04:27.953973,1,2015-08-18 23:04:27.953973,60,74.125.23.138,,10.160.223.167,Mobile Device,0.0,inf
10743,,9885,43055,1,2015-08-18 23:04:28.308927,1,2015-08-18 23:04:29.854887,1048,17.154.65.163,,10.162.233.68,Edge Cloud,6.54596,1670.190468624923
20463,,2176,43047,4,2015-08-18 22:59:46.140084,1,2015-08-18 22:59:50.274154,956,54.255.253.133,,10.163.20.143,Edge Cloud,9.134070000000001,342.8920514075324
14592,,168,43063,3,2015-08-18 23:04:29.005715,1,2015-08-18 23:04:32.315757,216,122.13.85.13,,10.164.40.61,Mobile Device,3.0,128.0
45292,,0,43018,9,2015-08-18 23:04:32.869502,1,2015-08-18 23:04:41.869764,180,74.125.23.102,,10.163.130.242,Mobile Device,9.0,20.0
31662,,0,43064,0,2015-08-18 23:04:33.027436,1,2015-08-18 23:04:33.027436,60,74.125.130.188,,10.165.6.224,Mobile Device,0.0,inf
14592,,434,43063,2,2015-08-18 23:04:34.911654,1,2015-08-18 23:04:36.926123,1699,221.5.10.193,http://applog.uc.cn/collect?uc_param_str=frpfvecpbtbmbilasv&fr=android&pf=145&ve=10.5.2.598&cp=isp:%E8%81%94%E9%80%9A;prov:%E5%B9%BF%E4%B8%9C;city:%E6%B7%B1%E5%9C%B3;na:%E4%B8%AD%E5%9B%BD;cc:CN;ac:&bt=YZ&bm=APP-YPSN&bi=35019&la=zh-cn&sv=ucrelease2&chk=f7a0a2d2&vno=11gpsdfe_1439909778888006449&enc=m9&zip=gzip&uuid=5611451592-3f8a87d4&app=053a8cdad8b0,10.164.40.61,Mobile Device,2.0,1066.5
14592,,132,43063,32,2015-08-18 23:04:04.910658,1,2015-08-18 23:04:36.933334,180,163.177.171.204,,10.164.40.61,Mobile Device,32.0,9.75
