Cell Identity(CI),User Agent,Downlink traffic,Location Area Code(LAC),Duration,Start Time,Radio Access Type(RAT),End Time,Uplink traffic,Destination IP,URL,Source IP,Offloading Decision,Latency,Throughput
50101,,223,43064,0,2015-08-07 00:17:02.912817,1,2015-08-07 00:17:02.915566,67,210.21.196.6,ugcws.video.gtimg.com,172.25.133.216,Edge Cloud,5.002749,57.968129122608396
50101,AppleCoreMedia/1.0.0.11D201 (iPhone; U; CPU OS 7_1_1 like Mac OS X; zh_cn),1344,43064,0,2015-08-07 00:17:03.102993,1,2015-08-07 00:17:05.660593,1690,112.90.246.49,http://ugcws.video.gtimg.com/flv/219/76/j0124gh1362.m701.mp4?vkey=4F7B1C00F0B2C4BDE8759A726829A72156263972664224C0DBD4BDB37E58AD728D127AF196E9BF3FB559A6433623E9AB12D9D93C6CD19CA7494BA020AB1B9F390C7B11DF255F57295F751437C6DE3F1DEF08EBEEA773CC72&sdtfrom=v3010&type=mp4&platform=60401&fmt=msd&level=40&br=29&sp=0,172.25.133.216,Mobile Device,0.0,inf
50101,AppleCoreMedia/1.0.0.11D201 (iPhone; U; CPU OS 7_1_1 like Mac OS X; zh_cn),1293907,43064,1,2015-08-07 00:17:03.312840,1,2015-08-07 00:17:04.876960,19302,36.250.93.20,http://36.250.93.20/ugcws.video.gtimg.com/flv/219/76/j0124gh1362.m701.mp4?vkey=4F7B1C00F0B2C4BDE8759A726829A72156263972664224C0DBD4BDB37E58AD728D127AF196E9BF3FB559A6433623E9AB12D9D93C6CD19CA7494BA020AB1B9F390C7B11DF255F57295F751437C6DE3F1DEF08EBEEA773CC72&sdtfrom=v3010&type=mp4&platform=60401&fmt=msd&level=40&br=29&sp=0&wshc_tag=0&wsts_tag=55c3887e&wsid_tag=706118b5&wsiphost=ipdbm,172.25.133.216,Edge Cloud,6.56412,200058.65218795513
50101,,6728,43064,2,2015-08-07 00:17:02.936864,1,2015-08-07 00:17:05.063033,2044,163.177.153.69,,172.25.133.216,Edge Cloud,7.126169,1230.9559315811905
50101,,6956,43064,2,2015-08-07 00:17:02.882770,1,2015-08-07 00:17:05.071147,2060,163.177.153.69,,172.25.133.216,Edge Cloud,7.188377,1254.2469600578822
50101,,6200,43064,2,2015-08-07 00:17:02.912859,1,2015-08-07 00:17:05.071112,2060,163.177.153.69,,172.25.133.216,Edge Cloud,7.158253,1153.9128332010616
33692,,914,43050,0,2015-08-07 00:17:06.693717,1,2015-08-07 00:17:06.710152,341,210.21.196.6,ssl.google-analytics.com,172.28.76.253,Edge Cloud,5.016435,250.17766601181913
33692,,60,43050,0,2015-08-07 00:17:06.677838,1,2015-08-07 00:17:06.739718,104,58.251.61.175,,172.28.76.253,Mobile Device,0.0,inf
33692,MicroMessenger Client,602,43050,0,2015-08-07 00:17:06.683750,1,2015-08-07 00:17:06.842174,776,112.90.74.149,http://szshort.weixin.qq.com/cgi-bin/micromsg-bin/newsync,172.28.76.253,Mobile Device,0.0,inf
33692,MicroMessenger Client,738,43050,0,2015-08-07 00:17:06.687686,1,2015-08-07 00:17:06.862220,714,112.90.74.149,http://szextshort.weixin.qq.com/cgi-bin/micromsg-bin/getcdndns,172.28.76.253,Edge Cloud,5.174534,280.60497814875697
33692,MicroMessenger Client,6228,43050,0,2015-08-07 00:17:06.691668,1,2015-08-07 00:17:07.354881,904,112.90.74.149,http://szextshort.weixin.qq.com/cgi-bin/micromsg-bin/mmsnstimeline,172.28.76.253,Edge Cloud,5.663213,1259.3557755994698
50101,AppleCoreMedia/1.0.0.11D201 (iPhone; U; CPU OS 7_1_1 like Mac OS X; zh_cn),8364058,43064,13,2015-08-07 00:17:05.632971,1,2015-08-07 00:17:17.443379,61987,42.48.1.17,http://42.48.1.17/ugcws.video.gtimg.com/flv/219/76/j0124gh1362.m701.mp4?vkey=4F7B1C00F0B2C4BDE8759A726829A72156263972664224C0DBD4BDB37E58AD728D127AF196E9BF3FB559A6433623E9AB12D9D93C6CD19CA7494BA020AB1B9F390C7B11DF255F57295F751437C6DE3F1DEF08EBEEA773CC72&sdtfrom=v3010&type=mp4&platform=60401&fmt=msd&level=40&br=29&sp=0&wshc_tag=1&wsts_tag=55c38881&wsid_tag=706118b5&wsiphost=ipdbm,172.25.133.216,Edge Cloud,16.810408000000002,501239.767648709
20783,,285,43043,0,2015-08-07 00:17:09.754851,1,2015-08-07 00:17:09.785288,71,210.21.196.6,19-courier.push.apple.com,172.25.67.149,Edge Cloud,5.030437,70.76919957451013
20783,,60,43043,0,2015-08-07 00:17:10.094936,1,2015-08-07 00:17:10.375030,104,17.143.163.20,,172.25.67.149,Mobile Device,0.0,inf
20592,,3228,43041,2,2015-08-07 00:17:16.090706,1,2015-08-07 00:17:22.173707,1445,221.5.88.88,www.usekahuna.com,172.31.115.209,Edge Cloud,11.083001,421.6367029110617
20592,,60,43041,0,2015-08-07 00:17:16.540873,1,2015-08-07 00:17:16.910902,104,17.110.229.202,,172.31.115.209,Mobile Device,0.0,inf
50101,MicroMessenger Client,1426,43064,0,2015-08-07 00:17:19.657824,1,2015-08-07 00:17:19.864225,856,112.90.74.149,http://szextshort.weixin.qq.com/cgi-bin/micromsg-bin/mmsnssync,172.25.133.216,Edge Cloud,5.206401,438.3066152607147
50101,WeChat/6.2.4.17 CFNetwork/672.1.14 Darwin/14.0.0,16165,43064,2,2015-08-07 00:17:20.051480,1,2015-08-07 00:17:22.419542,971,111.161.111.117,http://mmsns.qpic.cn/mmsns/g85KtjCcm6qicUjMag4C0le4wwKAC4a0gP2ajPPup1avcickTu9YyvuxBRm4nicRfVEC2CKu1PooibY/150?tp=webp&length=960&width=640,172.25.133.216,Edge Cloud,7.368062,2325.7133286880594
30462,,7686,43020,107,2015-08-07 00:15:42.348435,1,2015-08-07 00:17:29.431137,5804,163.177.89.180,,172.26.87.154,Edge Cloud,112.082702,120.35755526307709
12901,,151,43059,0,2015-08-07 00:17:31.800143,1,2015-08-07 00:17:32.019729,155,112.90.78.170,,172.29.183.87,Mobile Device,0.0,inf
11472,,594,43019,0,2015-08-07 00:12:52.164239,1,2015-08-07 00:12:52.784291,723,120.55.104.3,,172.21.181.126,Mobile Device,0.0,inf
51893,,1114,43011,0,2015-08-07 00:17:43.218285,1,2015-08-07 00:17:43.410197,106,163.177.90.115,,172.27.221.94,Edge Cloud,5.191912,234.9808702458747
51893,,42,43011,0,2015-08-07 00:17:43.250149,1,2015-08-07 00:17:43.426254,82,203.130.41.142,,172.27.221.94,Mobile Device,0.0,inf
