Cell Identity(CI),User Agent,Downlink traffic,Location Area Code(LAC),Duration,Start Time,Radio Access Type(RAT),End Time,Uplink traffic,Destination IP,URL,Source IP,Offloading Decision,Latency,Throughput
12481,,7512,43055,8,2015-08-04 23:22:26.540041,1,2015-08-04 23:22:34.542949,8310,17.173.255.33,,172.21.100.46,Mobile Device,8.0,1977.75
12481,,0,43055,1,2015-08-04 23:22:34.693018,1,2015-08-04 23:22:35.752909,128,17.173.255.33,,172.21.100.46,Mobile Device,1.0,128.0
20613,qzone,90798,43063,36,2015-08-04 23:22:00.820451,1,2015-08-04 23:22:37.337544,3024,140.207.62.102,http://b32.photo.store.qq.com/psb?/V10q1hEK38VS6O/Bfe2g5n1PZpJ3PJbTevnHA*1YJo*x6bJf*U0sePSTy4!/b/dCAAAAAAAAAA&ek=1&kp=1&pt=0&bo=gAJWAwAAAAAFB*M!&t=5&mType=qzBigPicd,172.28.121.207,Edge Cloud,41.517093,2259.840302402675
20613,,3835,43063,67,2015-08-04 23:21:32.815543,1,2015-08-04 23:22:40.077678,506,163.177.76.79,http://a3.qpic.cn/psb?/V10q1hEK38VS6O/dzYvTKKXvcJxlPiWfMDH1ibVHUzvNCsYtbtbU.4jRPQ!/a/dBoBAAAAAAAA&ek=1&kp=1&pt=0&bo=QAHwAAAAAAABAJY!&sce=0-12-12&rf=4-24&mType=qzone,172.28.121.207,Edge Cloud,72.262135,60.07295522060066
31962,,0,43044,0,2015-08-04 23:22:50.791018,1,2015-08-04 23:22:50.791018,56,210.21.196.6,,172.28.33.170,Mobile Device,0.0,inf
20613,qzone,32943,43063,56,2015-08-04 23:21:46.657991,1,2015-08-04 23:22:42.795722,2800,140.207.62.47,http://b37.photo.store.qq.com/psu?/0a630f18-6023-4f87-9bd1-4caba48dfb30/OVtj7Dau06UOOuKm7l.OPXFX6Z0hUZFBgT0pEN29X7M!/m/Yb5ZEhbbAQAAYpFFvxNlgAAA&ek=1&kp=1&pt=0&t=5&su=0126756081&mType=qzPicd,172.28.121.207,Edge Cloud,61.137731,584.6307904361056
12481,,18504,43055,7,2015-08-04 23:22:35.762798,1,2015-08-04 23:22:42.955692,8496,17.173.255.63,,172.21.100.46,Edge Cloud,12.192893999999999,2214.4045539967788
10431,,0,43041,0,2015-08-04 23:22:43.000176,1,2015-08-04 23:22:43.000176,353,122.13.129.16,,172.21.53.74,Mobile Device,0.0,inf
20613,qzone,109967,43063,90,2015-08-04 23:21:57.070302,1,2015-08-04 23:22:45.297865,6479,140.207.62.47,http://b37.photo.store.qq.com/psb?/V10q1hEK38VS6O/cnPkQOV2NPlENsVG5CNDvsnSH7guzprKpyDyE1Xf95Q!/b/dCUAAAAAAAAA&ek=1&kp=1&pt=0&bo=4AGAAgAAAAAFB0c!&t=5&mType=qzPicd,172.28.121.207,Edge Cloud,53.227563,2187.7011352182326
20613,,4234,43063,70,2015-08-04 23:21:32.813510,1,2015-08-04 23:22:43.227716,506,163.177.76.81,http://a4.qpic.cn/psb?/V10q1hEK38VS6O/sfaqKwuaa7xlnD5zDPRfd7Y7ivcKrGB2o8BfUFzIlbY!/a/dAsAAAAAAAAA&ek=1&kp=1&pt=0&bo=gAJWAwAAAAABAPA!&sce=0-12-12&rf=4-24&mType=qzone,172.28.121.207,Edge Cloud,75.414206,62.85287946941987
20613,,3662,43063,71,2015-08-04 23:21:32.879517,1,2015-08-04 23:22:44.251715,506,163.177.76.83,http://a1.qpic.cn/psb?/V10q1hEK38VS6O/Bco2zMEsI9KTjg3YMg0UtqLmb0LDjQ30DTlEllFMa6w!/a/dCwAAAAAAAAA&ek=1&kp=1&pt=0&bo=gAJWAwAAAAABAPA!&sce=0-12-12&rf=4-24&mType=qzone,172.28.121.207,Edge Cloud,76.372198,54.57483363252162
12481,,351,43055,0,2015-08-04 23:22:45.645134,1,2015-08-04 23:23:07.765039,133,210.21.196.6,www.apple.com,172.21.100.46,Edge Cloud,27.119905,17.846670185607213
20613,qzone,2975,43063,64,2015-08-04 23:21:42.807792,1,2015-08-04 23:22:47.205548,601,163.177.153.82,http://qzonestyle.gtimg.cn/qzone/em/e328544.gif,172.28.121.207,Edge Cloud,69.397756,51.52904367685895
20613,Dalvik/1.6.0 (Linux; U; Android 4.1.2; Coolpad7295 Build/JZO54K),250,43063,0,2015-08-04 23:22:47.265821,1,2015-08-04 23:22:47.428889,1176,163.177.68.190,http://wspeed.qq.com/w.cgi,172.28.121.207,Mobile Device,0.0,inf
12481,,15596,43055,5,2015-08-04 23:22:41.995012,1,2015-08-04 23:22:47.545196,8416,17.173.255.33,,172.21.100.46,Edge Cloud,10.550184,2275.9792625417717
20613,qzone,144353,43063,52,2015-08-04 23:21:55.322171,1,2015-08-04 23:22:47.827818,8405,140.207.62.102,http://b40.photo.store.qq.com/psb?/V10q1hEK38VS6O/ciYgVMrV18doypCL4iSREQpR0*EmZsvWIXYKpUxKY70!/m/dCgAAAAAAAAA&ek=1&kp=1&pt=0&bo=gAJwBAAAAAAFB9I!&t=5&mType=qzPicd,172.28.121.207,Edge Cloud,57.505647,2656.3999879872667
20613,qzone,7700,43063,32,2015-08-04 23:22:15.400944,1,2015-08-04 23:22:47.857867,777,220.249.243.49,http://b6.photo.store.qq.com/psb?/V10q1hEK38VS6O/X0cKVAleLpUF5UaSgTo0DuQ2gXK8jqucpxzd0q*DTYU!/m/dAYAAAAAAAAA&ek=1&kp=1&pt=0&bo=gAJwBAAAAAAFB9I!&t=5&mType=qzPicd,172.28.121.207,Edge Cloud,37.456923,226.3133039518489
20613,qzone,90011,43063,54,2015-08-04 23:21:55.330120,1,2015-08-04 23:22:49.827853,6491,140.207.62.102,http://b22.photo.store.qq.com/psb?/V10q1hEK38VS6O/aA3obfZID*dqRLvjl84KQqCYp.h6814q92fHSziK2dQ!/m/dBYAAAAAAAAA&ek=1&kp=1&pt=0&bo=4AGAAgAAAAAFB0c!&t=5&mType=qzPicd,172.28.121.207,Edge Cloud,59.497733,1621.9441503762841
31962,,290,43044,0,2015-08-04 23:22:49.853559,1,2015-08-04 23:22:50.241455,128,210.21.196.6,time-ios.apple.com,172.28.33.170,Edge Cloud,5.387896,77.58130446467416
12481,,0,43055,0,2015-08-04 23:22:51.716741,1,2015-08-04 23:22:51.716741,64,17.173.255.63,,172.21.100.46,Mobile Device,0.0,inf
20613,,0,43063,0,2015-08-04 23:22:52.037975,1,2015-08-04 23:22:52.037975,40,163.177.76.81,,172.28.121.207,Mobile Device,0.0,inf
20613,,0,43063,0,2015-08-04 23:22:54.358053,1,2015-08-04 23:22:54.358053,52,163.177.153.82,,172.28.121.207,Mobile Device,0.0,inf
20613,,0,43063,0,2015-08-04 23:22:54.518070,1,2015-08-04 23:22:54.518070,40,163.177.76.81,,172.28.121.207,Mobile Device,0.0,inf
20613,,317316,43063,2008,2015-08-04 22:49:47.866699,1,2015-08-04 23:23:16.234910,159050,112.90.140.221,511755026,172.28.121.207,Edge Cloud,2013.368211,236.6015304092829
20613,,0,43063,0,2015-08-04 23:22:57.078281,1,2015-08-04 23:22:57.078281,40,220.249.243.48,,172.28.121.207,Mobile Device,0.0,inf
12481,,7380,43055,8,2015-08-04 23:22:50.625657,1,2015-08-04 23:22:59.505709,8190,17.173.255.33,,172.21.100.46,Mobile Device,8.0,1946.25
20613,,0,43063,0,2015-08-04 23:22:59.638316,1,2015-08-04 23:22:59.638316,40,140.207.62.102,,172.28.121.207,Mobile Device,0.0,inf
20613,,0,43063,0,2015-08-04 23:23:02.198413,1,2015-08-04 23:23:02.198413,40,111.161.111.103,,172.28.121.207,Mobile Device,0.0,inf
20613,,0,43063,0,2015-08-04 23:23:04.838399,1,2015-08-04 23:23:04.838399,40,220.249.243.48,,172.28.121.207,Mobile Device,0.0,inf
12481,,7384,43055,8,2015-08-04 23:22:58.273036,1,2015-08-04 23:23:06.913384,7701,17.173.255.33,,172.21.100.46,Mobile Device,8.0,1885.625
53223,,0,2183,0,2015-08-04 23:23:07.188973,2,2015-08-04 23:23:07.188973,40,17.110.224.216,,172.29.76.20,Mobile Device,0.0,inf
20613,,0,43063,0,2015-08-04 23:23:07.398552,1,2015-08-04 23:23:07.398552,40,111.161.111.106,,172.28.121.207,Mobile Device,0.0,inf
20613,,0,43063,0,2015-08-04 23:23:07.398696,1,2015-08-04 23:23:07.398696,40,111.161.111.103,,172.28.121.207,Mobile Device,0.0,inf
12481,,0,43055,0,2015-08-04 23:23:07.761750,1,2015-08-04 23:23:07.761750,64,17.173.255.63,,172.21.100.46,Mobile Device,0.0,inf
20613,,40,43063,0,2015-08-04 23:23:10.778790,1,2015-08-04 23:23:10.784023,40,58.251.61.182,,172.28.121.207,Mobile Device,0.0,inf
20613,,0,43063,0,2015-08-04 23:23:12.518649,1,2015-08-04 23:23:12.518649,40,111.161.111.106,,172.28.121.207,Mobile Device,0.0,inf
20613,,0,43063,0,2015-08-04 23:23:12.518676,1,2015-08-04 23:23:12.518676,40,111.161.111.107,,172.28.121.207,Mobile Device,0.0,inf
12481,,9019,43055,8,2015-08-04 23:23:06.734910,1,2015-08-04 23:23:14.750536,7965,17.173.255.33,,172.21.100.46,Edge Cloud,13.015626,1304.893057007016
20613,,0,43063,0,2015-08-04 23:23:15.078787,1,2015-08-04 23:23:15.078787,40,111.161.111.102,,172.28.121.207,Mobile Device,0.0,inf
20613,,0,43063,0,2015-08-04 23:23:15.078787,1,2015-08-04 23:23:15.078787,40,111.161.111.101,,172.28.121.207,Mobile Device,0.0,inf
20613,,40,43063,0,2015-08-04 23:23:17.996870,1,2015-08-04 23:23:18.001436,40,58.251.61.182,,172.28.121.207,Mobile Device,0.0,inf
20613,,40,43063,0,2015-08-04 23:23:18.016863,1,2015-08-04 23:23:18.022694,40,58.251.61.182,,172.28.121.207,Mobile Device,0.0,inf
991,,119,43054,0,2015-08-04 23:23:24.004880,1,2015-08-04 23:23:24.007884,87,210.21.196.6,p15-keyvalueservice.icloud.com.akadns.net,172.25.112.76,Edge Cloud,5.003004,41.17526190264889
991,,126,43054,0,2015-08-04 23:23:25.593561,1,2015-08-04 23:23:26.233901,189,17.110.224.12,,172.25.112.76,Mobile Device,0.0,inf
20613,,153,43063,0,2015-08-04 23:23:25.641110,1,2015-08-04 23:23:25.643734,57,210.21.196.6,q3.qlogo.cn,172.28.121.207,Edge Cloud,5.002624,41.97796996136427
20613,,40,43063,0,2015-08-04 23:23:25.639216,1,2015-08-04 23:23:25.644393,52,163.177.68.200,,172.28.121.207,Mobile Device,0.0,inf
20613,,6214,43063,15,2015-08-04 23:23:10.932599,1,2015-08-04 23:23:26.269107,512,220.249.243.55,http://q4.qlogo.cn/g?b=qq&k=OnPicLLu6AYWGAsWI2vp4gA&s=100&mType=QQHeadIcon&t=1438701790768,172.28.121.207,Edge Cloud,20.336508000000002,330.73524717222836
10431,,3174,43041,730,2015-08-04 23:11:16.441929,1,2015-08-04 23:23:26.746729,5451,180.96.4.199,,172.21.53.74,Mobile Device,730.0,11.815068493150685
