Cell Identity(CI),User Agent,Downlink traffic,Location Area Code(LAC),Duration,Start Time,Radio Access Type(RAT),End Time,Uplink traffic,Destination IP,URL,Source IP,Offloading Decision,Latency,Throughput
11913,,10632,43013,682,2015-08-24 21:20:31.662575,1,2015-08-24 21:31:53.708887,38956,17.143.160.38,,10.165.103.139,Mobile Device,682.0,72.70967741935483
11913,MicroMessenger Client,1155,43013,1,2015-08-24 21:31:54.312700,1,2015-08-24 21:31:56.216178,688,124.160.175.165,http://dns.weixin.qq.com/cgi-bin/micromsg-bin/newgetdns?uin=1003046360&clientversion=369165328&scene=0&net=2&md5=12a67ac3286a1c91f963629df13bff8b&devicetype=iPhone+OS7.1&lan=zh_CN&sigver=1,10.165.103.139,Edge Cloud,6.903478,266.96688249024623
11913,MicroMessenger Client,1813,43013,0,2015-08-24 21:31:56.306406,1,2015-08-24 21:31:56.682611,874,112.90.74.149,http://szshort.weixin.qq.com/cgi-bin/micromsg-bin/newsync,10.165.103.139,Edge Cloud,5.376205,499.79492969483124
20952,,0,43011,2,2015-08-24 21:31:56.954865,1,2015-08-24 21:31:59.594064,180,74.125.204.113,,10.162.105.9,Mobile Device,2.0,90.0
27763,,58,43063,0,2015-08-24 21:31:57.173932,1,2015-08-24 21:31:57.303623,123,123.125.104.183,,10.165.97.26,Mobile Device,0.0,inf
11913,MicroMessenger Client,461,43013,0,2015-08-24 21:31:57.116367,1,2015-08-24 21:31:57.432444,663,112.90.74.149,http://szextshort.weixin.qq.com/cgi-bin/micromsg-bin/oplog,10.165.103.139,Mobile Device,0.0,inf
11913,MicroMessenger Client,1921,43013,0,2015-08-24 21:31:57.096363,1,2015-08-24 21:31:57.452463,878,112.90.74.149,http://szextshort.weixin.qq.com/cgi-bin/micromsg-bin/mmsnssync,10.165.103.139,Edge Cloud,5.3561,522.5817292432928
10642,,277,43054,4,2015-08-24 21:31:59.659950,1,2015-08-24 21:32:04.002145,134,210.21.196.6,eventlog.beacon.qq.com,10.164.220.158,Edge Cloud,9.342195,43.99394360747126
10642,,384,43054,0,2015-08-24 21:31:59.629951,1,2015-08-24 21:31:59.960827,624,180.97.33.39,,10.164.220.158,Mobile Device,0.0,inf
11913,MicroMessenger Client,6910,43013,0,2015-08-24 21:31:59.697320,1,2015-08-24 21:32:00.052968,846,112.90.74.149,http://szextshort.weixin.qq.com/cgi-bin/micromsg-bin/mmsnstimeline,10.165.103.139,Edge Cloud,5.355648,1448.1907698190769
10642,bdtb for iOS 6.8.0,3704,43054,0,2015-08-24 21:31:59.509919,1,2015-08-24 21:32:00.259839,2490,180.97.33.38,http://c.tieba.baidu.com/c/f/post/threadstore,10.164.220.158,Edge Cloud,5.74992,1077.2323788852714
10642,bdtb for iOS 6.8.0,965,43054,0,2015-08-24 21:31:59.629909,1,2015-08-24 21:32:00.391982,2416,180.97.33.38,http://c.tieba.baidu.com/c/f/pb/page?cmd=302001,10.164.220.158,Mobile Device,0.0,inf
11851,,0,43017,0,2015-08-24 21:32:00.594533,1,2015-08-24 21:32:00.594533,64,17.134.126.213,,10.162.231.157,Mobile Device,0.0,inf
11851,,0,43017,0,2015-08-24 21:32:00.634822,1,2015-08-24 21:32:00.634822,64,17.134.126.211,,10.162.231.157,Mobile Device,0.0,inf
10531,,283,43061,0,2015-08-24 21:32:00.742830,1,2015-08-24 21:32:00.745037,70,210.21.196.6,3-courier.push.apple.com,10.165.27.37,Edge Cloud,5.002207,70.56885090920868
10531,,0,43061,3,2015-08-24 21:32:00.822980,1,2015-08-24 21:32:03.853308,256,17.172.232.116,,10.165.27.37,Mobile Device,3.0,85.33333333333333
11851,,260,43017,0,2015-08-24 21:32:00.317116,1,2015-08-24 21:32:00.934462,520,123.125.105.231,,10.162.231.157,Mobile Device,0.0,inf
11851,,156,43017,0,2015-08-24 21:32:00.434458,1,2015-08-24 21:32:00.974484,312,123.125.105.231,,10.162.231.157,Mobile Device,0.0,inf
11851,,104,43017,0,2015-08-24 21:32:00.474495,1,2015-08-24 21:32:01.174593,208,17.134.62.236,,10.162.231.157,Mobile Device,0.0,inf
11851,,52,43017,0,2015-08-24 21:32:00.574456,1,2015-08-24 21:32:01.194471,104,17.134.127.250,,10.162.231.157,Mobile Device,0.0,inf
11851,,156,43017,0,2015-08-24 21:32:00.414495,1,2015-08-24 21:32:01.214459,312,17.134.62.217,,10.162.231.157,Mobile Device,0.0,inf
11851,,487,43017,0,2015-08-24 21:32:00.394423,1,2015-08-24 21:32:01.214460,472,202.108.7.133,,10.162.231.157,Edge Cloud,5.820037,164.77558476002815
11851,,851,43017,5,2015-08-24 21:31:55.449314,1,2015-08-24 21:32:01.234517,904,123.125.105.246,,10.162.231.157,Mobile Device,5.0,351.0
11851,,208,43017,0,2015-08-24 21:32:00.374465,1,2015-08-24 21:32:01.254511,416,17.134.127.249,,10.162.231.157,Mobile Device,0.0,inf
20952,,0,43011,15,2015-08-24 21:32:01.330430,1,2015-08-24 21:32:16.358934,300,74.125.204.113,,10.162.105.9,Mobile Device,15.0,20.0
20952,,0,43011,3,2015-08-24 21:32:01.621472,1,2015-08-24 21:32:04.624075,180,74.125.204.102,,10.162.105.9,Mobile Device,3.0,60.0
10531,,0,43061,1,2015-08-24 21:32:01.902885,1,2015-08-24 21:32:03.853337,192,17.172.238.30,,10.165.27.37,Mobile Device,1.0,192.0
11851,,5084,43017,3,2015-08-24 21:32:00.334476,1,2015-08-24 21:32:03.614539,1457,17.134.62.234,,10.162.231.157,Edge Cloud,8.280063,789.9698347705809
10642,,448,43054,4,2015-08-24 21:31:59.559647,1,2015-08-24 21:32:03.789684,808,180.97.33.39,,10.164.220.158,Mobile Device,4.0,314.0
10531,,60,43061,0,2015-08-24 21:32:03.863117,1,2015-08-24 21:32:04.393122,104,17.172.232.144,,10.165.27.37,Mobile Device,0.0,inf
20952,,0,43011,15,2015-08-24 21:32:04.971049,1,2015-08-24 21:32:20.000485,300,74.125.204.102,,10.162.105.9,Mobile Device,15.0,20.0
10053,,1052,43011,16,2015-08-24 21:32:05.204489,1,2015-08-24 21:32:21.700519,806,17.110.229.15,,10.161.41.36,Edge Cloud,21.49603,86.43456489407579
11042,,0,43025,0,2015-08-24 21:32:05.876865,1,2015-08-24 21:32:05.876865,211,17.110.224.200,,10.165.194.38,Mobile Device,0.0,inf
20952,,0,43011,0,2015-08-24 21:32:05.911071,1,2015-08-24 21:32:05.911071,60,74.125.204.138,,10.162.105.9,Mobile Device,0.0,inf
10642,,466,43054,32,2015-08-24 21:31:33.813551,1,2015-08-24 21:32:05.939994,835,140.207.127.78,915381486,10.164.220.158,Mobile Device,32.0,40.65625
