Cell Identity(CI),User Agent,Downlink traffic,Location Area Code(LAC),Duration,Start Time,Radio Access Type(RAT),End Time,Uplink traffic,Destination IP,URL,Source IP,Offloading Decision,Latency,Throughput
10642,,3974,43018,4,2015-08-29 23:57:29.058310,1,2015-08-29 23:57:33.866080,3851,17.110.224.86,,10.165.255.120,Edge Cloud,9.80777,797.8368171358015
11703,alipay,2476,43043,0,2015-08-30 00:02:13.698918,1,2015-08-30 00:02:14.512192,4237,110.76.19.118,http://mdap.alipay.com:80/loggw/log.do,10.166.31.17,Mobile Device,0.0,inf
10611,MicroMessenger Client,4932,43011,0,2015-08-30 00:02:14.336785,1,2015-08-30 00:02:14.653575,778,163.177.89.181,http://szextshort.weixin.qq.com/cgi-bin/micromsg-bin/mmsnsuserpage,10.162.99.157,Edge Cloud,5.31679,1073.9562781302252
10611,MicroMessenger Client,4016,43011,0,2015-08-30 00:02:15.725764,1,2015-08-30 00:02:16.078884,882,163.177.89.181,http://szextshort.weixin.qq.com/cgi-bin/micromsg-bin/mmsnsuserpage,10.162.99.157,Edge Cloud,5.35312,914.9804226320352
10611,MicroMessenger Client,4820,43011,0,2015-08-30 00:02:16.699876,1,2015-08-30 00:02:17.088921,882,163.177.89.181,http://szextshort.weixin.qq.com/cgi-bin/micromsg-bin/mmsnsuserpage,10.162.99.157,Edge Cloud,5.389045,1058.0724414065942
11703,,58,43043,0,2015-08-30 00:02:17.273931,1,2015-08-30 00:02:17.382937,123,123.125.104.183,,10.166.31.17,Mobile Device,0.0,inf
21723,,0,43013,24,2015-08-30 00:01:54.240751,1,2015-08-30 00:02:18.338898,911,17.110.229.141,,10.163.129.122,Mobile Device,24.0,37.958333333333336
10611,MicroMessenger Client,4128,43011,0,2015-08-30 00:02:18.066891,1,2015-08-30 00:02:18.432913,882,163.177.89.181,http://szextshort.weixin.qq.com/cgi-bin/micromsg-bin/mmsnsuserpage,10.162.99.157,Edge Cloud,5.366022,933.6525269557225
10611,WeChat/6.2.2.17 CFNetwork/711.3.18 Darwin/14.0.0,24698,43011,6,2015-08-30 00:02:13.386718,1,2015-08-30 00:02:19.621006,7211,163.177.76.77,http://mmsns.qpic.cn/mmsns/fhicotyX5dAcAGhAskiagBgw3zDLTrv4dj3HyCf79mZxpl43CumHHZmicr9iaicJVI5VdFUgD9KUlggc/150?tp=webp&length=1334&width=750,10.162.99.157,Edge Cloud,11.234288,2840.3224129557657
10611,WeChat/6.2.2.17 CFNetwork/711.3.18 Darwin/14.0.0,54817,43011,9,2015-08-30 00:02:09.700696,1,2015-08-30 00:02:19.625916,12739,163.177.76.77,http://mmsns.qpic.cn/mmsns/JRicrayPGR3OicVtib045hfUIoWrGfLVBc5byn1058UXcBayVP3m1TWtqEpj6VpJlyDFBeTc3NnGPs/150?tp=webp&length=1334&width=750,10.162.99.157,Edge Cloud,14.92522,4526.298439821992
