Cell Identity(CI),User Agent,Downlink traffic,Location Area Code(LAC),Duration,Start Time,Radio Access Type(RAT),End Time,Uplink traffic,Destination IP,URL,Source IP,Offloading Decision,Latency,Throughput
32181,Weibo/4.3.5 CFNetwork/548.1.4 Darwin/11.0.0,681,42579,13,2015-08-04 23:22:20.139557,1,2015-08-04 23:22:33.560735,571,163.177.171.149,http://adimg.mobile.sina.cn/public/files/common/version.txt,172.29.97.96,Edge Cloud,18.421177999999998,67.96525173362964
21644,QQMusic 5020115(android 4.2.2),3133,42246,0,2015-08-04 23:22:33.036664,1,2015-08-04 23:22:33.626467,1014,112.90.148.214,http://cc.stream.qqmusic.qq.com/1032765.m4a?vkey=6A0E0CE9D4FB7B2AB40DBA7C270B55BE906497CFD24A114466CE7ABCDC32B0254D7D85543E0657D1E99173E2374FED68401D819BD808F763&guid=000000001063a280ab6a2f55a3bf9bbf&fromtag=58,172.25.90.43,Edge Cloud,5.589803,741.8866103152473
15731,,139287,42579,0,2015-08-04 23:22:33.411257,1,2015-08-04 23:23:52.436268,169021,111.206.62.169,http://qurl.f.360.cn/wdinfo.php,172.28.167.209,Mobile Device,0.0,inf
17203,,68,42264,0,2015-08-04 23:22:33.756557,1,2015-08-04 23:22:33.976522,120,58.251.61.174,,172.29.86.151,Mobile Device,0.0,inf
22683,MicroMessenger Client,549,42241,0,2015-08-04 23:22:33.452585,1,2015-08-04 23:22:34.122513,1367,140.207.135.125,http://minorshort.weixin.qq.com/cgi-bin/micromsg-bin/reportkvcomm,172.27.206.68,Mobile Device,0.0,inf
15731,,289786,42579,39,2015-08-04 23:22:33.051558,1,2015-08-04 23:23:18.342737,102210,122.13.85.19,http://vs9.gzcu.u3.ucweb.com:8080/?ucid=1403-4129058094-8ad03501,172.28.167.209,Edge Cloud,50.291179,7794.527942961926
62792,,420,9477,32,2015-08-04 23:22:02.630618,2,2015-08-04 23:22:34.775234,749,183.232.40.146,http://stats.jpush.cn/v2/report,172.31.49.3,Mobile Device,32.0,36.53125
47743,,0,20836,0,2015-08-04 23:22:44.860645,2,2015-08-04 23:22:44.860645,232,221.5.88.88,,172.31.117.61,Mobile Device,0.0,inf
21644,,107,42246,0,2015-08-04 23:22:35.076640,1,2015-08-04 23:22:35.079352,62,210.21.196.6,mtalk.google.com,172.25.90.43,Edge Cloud,5.002712,33.78167681849365
21644,,0,42246,15,2015-08-04 23:22:35.176683,1,2015-08-04 23:22:50.197226,300,173.194.72.188,,172.25.90.43,Mobile Device,15.0,20.0
47743,,0,20836,14,2015-08-04 23:22:35.240183,2,2015-08-04 23:22:50.180835,544,54.240.226.0,,172.31.117.61,Mobile Device,14.0,38.857142857142854
47743,,0,20836,15,2015-08-04 23:22:35.299031,2,2015-08-04 23:22:50.440783,544,54.240.227.128,,172.31.117.61,Mobile Device,15.0,36.266666666666666
62792,,0,9477,0,2015-08-04 23:22:35.313959,2,2015-08-04 23:22:35.313959,52,58.251.148.142,,172.31.49.3,Mobile Device,0.0,inf
62792,,52,9477,0,2015-08-04 23:22:35.676130,2,2015-08-04 23:22:35.915084,52,101.199.97.92,,172.31.49.3,Mobile Device,0.0,inf
43781,MicroMessenger Client,1459,42254,0,2015-08-04 23:22:35.731819,1,2015-08-04 23:22:36.044489,916,163.177.89.181,http://szextshort.weixin.qq.com/cgi-bin/micromsg-bin/mmsnssync,172.30.107.216,Edge Cloud,5.31267,447.04451810483243
32181,,52,42579,0,2015-08-04 23:22:35.818017,1,2015-08-04 23:22:36.236158,104,123.125.105.231,,172.29.97.96,Mobile Device,0.0,inf
25914,Dalvik/1.6.0 (Linux; U; Android 4.4.4; L36h Build/10.5.1.A.0.292),1968,42262,3,2015-08-04 23:22:32.987705,1,2015-08-04 23:22:36.257494,1222,122.13.158.168,http://show.m.mediav.com/s?adspaceid=PkuvPdXlfA&os=Android%204.4.4&imei=355666051472800&imei_md5=F7FD71BBE5C000EAA69EB4A9BECC36A3&imsi=460015687500953&imsi_md5=5C7B94E03C3B606F23556821FFF60CD7&mac=00%3Aeb%3A2d%3Aab%3A94%3Aaa&mac_md5=1B7CC6E7D36FD42D9DB53C5F3FEAFF15&model=L36h&channelid=1&sdkv=1.10.0&appv=3.0&screenwidth=1080&screenheight=1776&adsizewidth=320&adsizeheight=50&so=1&density=3.0&appname=%E4%B8%87%E8%83%BDWiFi&apppkg=com.qixiao.wifiartifact&istest=0&net=3gnet&adtype=3&it=1438701752822&ic=1E2629F926AC3EA144CFE2815E749705C01928CB23AAD803358A84026FB9E4C3&androidid=e343a7bdd4218d3f&androidid_md5=633ADFDA158C4F07079DD07DB87BB7E4&lastbannerid=50770028&longitude=&latitude=&brand=Sony&carrier=46001&m2id=5A0D4B4DDE08909803B3110B45DCE0B7&serialid=BX903G0GSP&devicetype=1&uid=A2B9D426A89BD2CA76AA43B498FD6DEF,172.26.97.190,Edge Cloud,8.269789,385.7414016246364
25914,Dalvik/1.6.0 (Linux; U; Android 4.4.4; L36h Build/10.5.1.A.0.292),1960,42262,3,2015-08-04 23:22:32.987705,1,2015-08-04 23:22:36.257494,1222,122.13.158.168,http://show.m.mediav.com/s?adspaceid=Pu5vaIDQd3&os=Android%204.4.4&imei=355666051472800&imei_md5=F7FD71BBE5C000EAA69EB4A9BECC36A3&imsi=460015687500953&imsi_md5=5C7B94E03C3B606F23556821FFF60CD7&mac=00%3Aeb%3A2d%3Aab%3A94%3Aaa&mac_md5=1B7CC6E7D36FD42D9DB53C5F3FEAFF15&model=L36h&channelid=1&sdkv=1.10.0&appv=3.0&screenwidth=1080&screenheight=1776&adsizewidth=320&adsizeheight=50&so=1&density=3.0&appname=%E4%B8%87%E8%83%BDWiFi&apppkg=com.qixiao.wifiartifact&istest=0&net=3gnet&adtype=3&it=1438701752803&ic=EBE98B19E0E2D61BCF30DD5673F02B80D73DFF4E1B7D8AD25B0714002D51261C&androidid=e343a7bdd4218d3f&androidid_md5=633ADFDA158C4F07079DD07DB87BB7E4&lastbannerid=50956559&longitude=&latitude=&brand=Sony&carrier=46001&m2id=5A0D4B4DDE08909803B3110B45DCE0B7&serialid=BX903G0GSP&devicetype=1&uid=A2B9D426A89BD2CA76AA43B498FD6DEF,172.26.97.190,Edge Cloud,8.269789,384.77402506883794
65378,MicroMessenger Client,21912,42363,0,2015-08-04 23:22:35.464295,1,2015-08-04 23:22:36.336205,1486,163.177.89.181,http://szextshort.weixin.qq.com/cgi-bin/micromsg-bin/mmsnstimeline,172.28.230.122,Edge Cloud,5.87191,3984.7340984449697
6643,MI 2S/MI 2S; MIUI/JLB54.0 V5,785,42275,67,2015-08-04 23:21:29.031994,1,2015-08-04 23:22:36.508029,1490,111.206.200.25,http://wifiapi.micloud.xiaomi.net/mic/wifi/v2/user/260401990/full?limit=dBj5gUaSVdnFYSL7g1teVQ%3D%3D&syncTag=uIHNubLZstRuqxRP4NcSzg%3D%3D&signature=c%2BL%2FM4yzbguVfg%2FMHAwwg%2B2BMZw%3D,172.21.22.80,Mobile Device,67.0,33.95522388059702
6643,,4252,42275,0,2015-08-04 23:22:36.695989,1,2015-08-04 23:23:51.476708,1799,210.21.196.6,client.qzone.com,172.21.22.80,Edge Cloud,79.780719,75.84539317074844
33581,,0,42577,0,2015-08-04 23:22:36.862959,1,2015-08-04 23:22:36.862959,52,125.39.247.171,,172.31.17.113,Mobile Device,0.0,inf
21644,MicroMessenger Client,439,42246,0,2015-08-04 23:22:36.056645,1,2015-08-04 23:22:36.992005,663,140.207.135.32,http://short.weixin.qq.com/cgi-bin/micromsg-bin/statusnotify,172.25.90.43,Mobile Device,0.0,inf
6643,,636,42275,0,2015-08-04 23:22:36.415464,1,2015-08-04 23:22:37.015827,967,223.167.80.27,http://lbs.map.qq.com/loc?c=1&mars=1&obs=0,172.21.22.80,Mobile Device,0.0,inf
49067,,0,42278,0,2015-08-04 23:22:47.592702,1,2015-08-04 23:22:47.592702,56,210.21.196.6,,172.25.167.240,Mobile Device,0.0,inf
6643,android-qzone,458,42275,0,2015-08-04 23:22:36.805826,1,2015-08-04 23:22:37.672712,824,163.177.68.188,http://client.qzone.com/cgi-bin/client/client_report_statis,172.21.22.80,Mobile Device,0.0,inf
25914,,1615,42262,0,2015-08-04 23:22:38.057752,1,2015-08-04 23:23:23.063659,765,210.21.196.6,material.mediav.com,172.26.97.190,Edge Cloud,50.005907,47.594377200277556
22683,,193,42241,5,2015-08-04 23:22:32.652930,1,2015-08-04 23:22:38.192877,258,17.110.224.81,,172.27.206.68,Mobile Device,5.0,90.2
29286,,172,42241,0,2015-08-04 23:22:38.390131,1,2015-08-04 23:22:38.394297,76,210.21.196.6,gs-loc.ls-apple.com.akadns.net,172.29.63.224,Edge Cloud,5.004166,49.55870768475707
21644,MicroMessenger Client,1338,42246,0,2015-08-04 23:22:38.156985,1,2015-08-04 23:22:38.711610,756,140.207.135.32,http://short.weixin.qq.com/cgi-bin/micromsg-bin/mmsnssync,172.25.90.43,Edge Cloud,5.554625,376.9831446767334
6643,Android4.1.1/yyting/Xiaomi/MI 2S/ch_xiaomi/109/Android,599,42275,0,2015-08-04 23:22:39.415904,1,2015-08-04 23:22:39.705862,621,140.205.140.33,http://ip.taobao.com/service/getIpInfo2.php?ip=myip&token=XjL5rGa44Enq56NryLfV9PicamSzNyOoC30SgQareg7Qt7Zg7k3VjzL0FTJGlj75yNad53qTk9Q*&q=22332&imei=ODYzMTIxMDI4NjU2NjI3,172.21.22.80,Mobile Device,0.0,inf
22003,WeChat/6.2.3.19 CFNetwork/711.3.18 Darwin/14.0.0,80496,42259,11,2015-08-04 23:22:28.749366,1,2015-08-04 23:22:39.843306,2187,111.161.111.114,http://mmsns.qpic.cn/mmsns/5FC19iaxWLhaEMl2KXhwjB5A2Ziav8tDTG5iaNzrCjsJMIXziaGNVpiaBRvcEOicxty6u5Ym0k3NlgJ5k/0?tp=webp&length=1136&width=640,172.21.115.11,Edge Cloud,16.09394,5137.523813311097
65378,MicroMessenger Client,483,42363,0,2015-08-04 23:22:40.006337,1,2015-08-04 23:22:40.095706,783,220.249.243.39,http://szminorshort.weixin.qq.com/cgi-bin/micromsg-bin/clientperfreport,172.28.230.122,Mobile Device,0.0,inf
6643,,6067,42275,0,2015-08-04 23:22:39.475789,1,2015-08-04 23:22:45.905820,2603,14.17.37.78,http://strategy.beacon.qq.com/analytics/upload?mType=beacon,172.21.22.80,Edge Cloud,11.430031,758.5281264766473
31912,,155,42262,0,2015-08-04 23:22:40.525708,1,2015-08-04 23:22:40.653766,123,210.21.196.6,alog.umeng.com,172.27.115.131,Edge Cloud,5.128058,54.211555329522405
15731,,132,42579,121,2015-08-04 23:20:39.538212,1,2015-08-04 23:22:40.596673,180,122.13.85.19,,172.28.167.209,Mobile Device,121.0,2.5785123966942147
1487,,287,42240,0,2015-08-04 23:22:40.785211,1,2015-08-04 23:22:43.221954,132,210.21.196.6,trafficinfo.tinfochina.com,172.21.90.243,Edge Cloud,7.436743,56.341869014432795
29286,,5272,42241,1,2015-08-04 23:22:39.584119,1,2015-08-04 23:22:41.305304,1654,17.134.127.249,,172.29.63.224,Edge Cloud,6.721185,1030.4730490233492
29286,,4961,42241,2,2015-08-04 23:22:38.420116,1,2015-08-04 23:22:41.324142,1201,17.134.127.249,,172.29.63.224,Edge Cloud,7.904026,779.6026986753333
6643,Dalvik/1.6.0 (Linux; U; Android 4.1.1; MI 2S MIUI/JLB54.0),766,42275,0,2015-08-04 23:22:41.255810,1,2015-08-04 23:22:41.576040,448,111.206.200.6,http://api.chat.xiaomi.net/v2/user/0/network/bucket,172.21.22.80,Edge Cloud,5.3202300000000005,228.18562355386888
31912,%E6%87%92%E4%BA%BA%E5%90%AC%E4%B9%A6/52.2.1.7 CFNetwork/711.4.6 Darwin/14.0.0,432,42262,0,2015-08-04 23:22:41.018688,1,2015-08-04 23:22:41.629639,1508,110.173.196.36,http://alog.umeng.com/app_logs,172.27.115.131,Mobile Device,0.0,inf
25914,,0,42262,0,2015-08-04 23:22:41.797487,1,2015-08-04 23:22:41.797487,40,115.239.211.235,,172.26.97.190,Mobile Device,0.0,inf
19031,,92,42297,4,2015-08-04 23:22:37.947428,1,2015-08-04 23:22:42.075592,180,122.13.85.14,,172.27.251.20,Mobile Device,4.0,68.0
25914,,2474,42262,18,2015-08-04 23:22:24.097407,1,2015-08-04 23:23:02.687835,3314,119.147.19.233,http://tcli.3g.qq.com/,172.26.97.190,Mobile Device,18.0,321.55555555555554
31912,%E6%87%92%E4%BA%BA%E5%90%AC%E4%B9%A6/52.2.1.7 CFNetwork/711.4.6 Darwin/14.0.0,407,42262,1,2015-08-04 23:22:41.140298,1,2015-08-04 23:22:42.561328,873,122.13.218.61,http://api.share.mob.com:80/log4,172.27.115.131,Mobile Device,1.0,1280.0
31912,IOS8.4/yyting/Apple/iPhone5/ch_AppStore/2.1.7/iPhone,494,42262,2,2015-08-04 23:22:40.345843,1,2015-08-04 23:22:42.601751,735,36.250.78.75,http://36.250.78.75/yyting/notify/getUnreadMsg.action?imei=MzZFMkFGQkItMTdBOC00NTUxLTgzMjAtNTA0RjlGMzg0NzM1&token=EW9eI_v0T0u97GkNLkjgr7DTTujbhrwJQb63ToXOFc8%2A,172.27.115.131,Mobile Device,2.0,614.5
49803,,40,20856,0,2015-08-04 23:22:42.908799,2,2015-08-04 23:22:42.948001,42,140.205.224.56,,172.21.32.183,Mobile Device,0.0,inf
6643,Android4.1.1/yyting/Xiaomi/MI 2S/ch_xiaomi/109/Android,1198,42275,0,2015-08-04 23:22:43.125888,1,2015-08-04 23:22:43.675926,1242,42.120.226.92,http://ip.taobao.com/service/getIpInfo2.php?ip=myip&token=XjL5rGa44Enq56NryLfV9PicamSzNyOoC30SgQareg7Qt7Zg7k3VjzL0FTJGlj75yNad53qTk9Q*&q=22334&imei=ODYzMTIxMDI4NjU2NjI3,172.21.22.80,Mobile Device,0.0,inf
6643,Android4.1.1/yyting/Xiaomi/MI 2S/ch_xiaomi/109/Android,599,42275,0,2015-08-04 23:22:43.085788,1,2015-08-04 23:22:43.385927,621,42.120.226.92,http://ip.taobao.com/service/getIpInfo2.php?ip=myip&token=XjL5rGa44Enq56NryLfV9PicamSzNyOoC30SgQareg7Qt7Zg7k3VjzL0FTJGlj75yNad53qTk9Q*&q=22333&imei=ODYzMTIxMDI4NjU2NjI3,172.21.22.80,Mobile Device,0.0,inf
19031,,0,42297,20,2015-08-04 23:22:23.315133,1,2015-08-04 23:22:43.466641,364,163.177.153.70,,172.27.251.20,Mobile Device,20.0,18.2
32181,,52,42579,0,2015-08-04 23:22:43.543093,1,2015-08-04 23:22:43.693501,104,112.90.246.87,,172.29.97.96,Mobile Device,0.0,inf
32181,,52,42579,0,2015-08-04 23:22:43.553046,1,2015-08-04 23:22:43.693609,104,112.90.246.87,,172.29.97.96,Mobile Device,0.0,inf
32181,,52,42579,0,2015-08-04 23:22:43.584038,1,2015-08-04 23:22:43.713580,104,112.90.246.87,,172.29.97.96,Mobile Device,0.0,inf
32181,,52,42579,0,2015-08-04 23:22:43.584038,1,2015-08-04 23:22:43.713580,104,112.90.246.87,,172.29.97.96,Mobile Device,0.0,inf
32181,,52,42579,0,2015-08-04 23:22:43.573067,1,2015-08-04 23:22:43.713541,104,112.90.246.87,,172.29.97.96,Mobile Device,0.0,inf
32181,,52,42579,0,2015-08-04 23:22:43.663179,1,2015-08-04 23:22:43.863264,104,123.125.105.231,,172.29.97.96,Mobile Device,0.0,inf
19031,,0,42297,20,2015-08-04 23:22:23.315931,1,2015-08-04 23:22:44.106619,364,163.177.153.70,,172.27.251.20,Mobile Device,20.0,18.2
6643,Android4.1.1/yyting/Xiaomi/MI 2S/ch_xiaomi/109/Android,599,42275,0,2015-08-04 23:22:43.905863,1,2015-08-04 23:22:44.255870,621,42.120.226.92,http://ip.taobao.com/service/getIpInfo2.php?ip=myip&token=XjL5rGa44Enq56NryLfV9PicamSzNyOoC30SgQareg7Qt7Zg7k3VjzL0FTJGlj75yNad53qTk9Q*&q=22335&imei=ODYzMTIxMDI4NjU2NjI3,172.21.22.80,Mobile Device,0.0,inf
47743,,499,20836,0,2015-08-04 23:22:44.341225,2,2015-08-04 23:22:55.650569,211,210.21.196.6,gs-loc.ls-apple.com.akadns.net,172.31.117.61,Edge Cloud,16.309344,43.533326662310884
1487,%E9%AB%98%E5%BE%B7%E5%AF%BC%E8%88%AA/9.3.13 CFNetwork/711.4.6 Darwin/14.0.0,1482,42240,3,2015-08-04 23:22:41.053024,1,2015-08-04 23:22:44.638869,706,211.151.71.110,http://trafficinfo.tinfochina.com:80/trafficplat/trafficservice?validateid=7327340327282770&citynum=440100&former_batchtime=231800,172.21.90.243,Edge Cloud,8.585844999999999,254.83805030256198
