Cell Identity(CI),User Agent,Downlink traffic,Location Area Code(LAC),Duration,Start Time,Radio Access Type(RAT),End Time,Uplink traffic,Destination IP,URL,Source IP,Offloading Decision,Latency,Throughput
17431,,0,42264,0,2015-08-03 18:08:29.486821,1,2015-08-03 18:08:29.486821,1099,17.143.163.209,,172.29.122.161,Mobile Device,0.0,inf
17431,,6478,42264,1,2015-08-03 18:08:28.547650,1,2015-08-03 18:08:29.658702,173062,163.177.90.50,,172.29.122.161,Mobile Device,1.0,179540.0
35952,MicroMessenger Client,4088,42251,0,2015-08-03 18:08:29.313825,1,2015-08-03 18:08:29.695340,846,112.90.74.149,http://szextshort.weixin.qq.com/cgi-bin/micromsg-bin/mmsnsuserpage,172.31.34.170,Edge Cloud,5.381515,916.8421903497434
39011,,0,42241,0,2015-08-03 18:08:29.926615,1,2015-08-03 18:08:29.926615,241,17.143.163.97,,172.29.99.252,Mobile Device,0.0,inf
17431,MicroMessenger Client,1627,42264,0,2015-08-03 18:08:29.666626,1,2015-08-03 18:08:30.011507,1913,58.251.61.175,http://szextshort.weixin.qq.com/cgi-bin/micromsg-bin/mmsnspost,172.29.122.161,Mobile Device,0.0,inf
17431,,163,42264,0,2015-08-03 18:08:30.175706,1,2015-08-03 18:08:30.628731,470,17.134.62.234,,172.29.122.161,Mobile Device,0.0,inf
17431,MicroMessenger Client,5588,42264,0,2015-08-03 18:08:30.517715,1,2015-08-03 18:08:30.741879,948,58.251.61.175,http://szextshort.weixin.qq.com/cgi-bin/micromsg-bin/mmsnstimeline,172.29.122.161,Edge Cloud,5.224164,1251.1092683920335
17492,,239,42264,0,2015-08-03 18:03:50.675218,1,2015-08-03 18:03:50.794982,341,163.177.72.151,,172.31.23.27,Mobile Device,0.0,inf
17431,MicroMessenger Client,7088,42264,0,2015-08-03 18:08:30.526715,1,2015-08-03 18:08:30.832852,1018,58.251.61.175,http://szextshort.weixin.qq.com/cgi-bin/micromsg-bin/mmsnsuserpage,172.29.122.161,Edge Cloud,5.306137,1527.6650414416365
19864,Dalvik/1.6.0 (Linux; U; Android 4.1.1; MI 2S MIUI/JLB54.0),765,42579,0,2015-08-03 18:08:30.590858,1,2015-08-03 18:08:30.950988,448,123.125.102.29,http://api.chat.xiaomi.net/v2/user/0/network/bucket,172.30.218.204,Edge Cloud,5.36013,226.30048151817215
27963,,60,42268,39,2015-08-03 18:07:51.619369,1,2015-08-03 18:08:31.078193,1324,17.110.229.218,,172.25.75.114,Mobile Device,39.0,35.48717948717949
29813,,3361,42285,43,2015-08-03 18:07:48.136423,1,2015-08-03 18:08:31.431907,6156,17.110.226.86,,172.21.122.5,Mobile Device,43.0,221.32558139534885
35952,WeChat/6.2.3.19 CFNetwork/711.4.6 Darwin/14.0.0,6205,42251,2,2015-08-03 18:08:29.321797,1,2015-08-03 18:08:31.452808,752,140.207.186.152,http://mmsns.qpic.cn/mmsns/V3u4LibrCftwia0fl1BJgFebWicWyYicP0J3YqPoNSQncyvFibkHygIQeEZDJQoUl7WHYRlMibf713Mhs/150?tp=webp&length=1136&width=640,172.31.34.170,Edge Cloud,7.131011,975.5979902428983
35952,WeChat/6.2.3.19 CFNetwork/711.4.6 Darwin/14.0.0,17810,42251,2,2015-08-03 18:08:29.321757,1,2015-08-03 18:08:31.452847,991,140.207.186.152,http://mmsns.qpic.cn/mmsns/V3u4LibrCftwia0fl1BJgFecWu4Ph04r3Tibsz3eKoCjNuvLOiaVfTHjFtyQOC4YrNDzu0C6DNMDialE/150?tp=webp&length=1136&width=640,172.31.34.170,Edge Cloud,7.13109,2636.4833426586956
3023,,3297,42250,26,2015-08-03 18:08:05.057944,1,2015-08-03 18:08:32.006738,1533,17.110.229.141,,172.30.103.154,Edge Cloud,31.948794,151.17941541079767
37271,Dalvik/1.6.0 (Linux; U; Android 4.4.4; Coolpad 8297-T01 Build/KTU84P),518,20854,6,2015-08-03 18:08:25.340686,2,2015-08-03 18:08:32.081642,663,123.126.104.109,http://push.tv.sohu.com/getpushinfo.json?ispush=1&downlastTime=0&mfov=Coolpad%2B8297-T01&webdealer=2&plat=6&webtype=2G&poid=1&api_key=9854b2afa779e1a6bff1962447a09dbd&uid=04745a3af99f6b2597e7d81ef98601cc&sver=5.0.0&lastTime=1438593837000&sysver=4.4.4&encoding=utf-8&partner=52&passport=&isdown=0,172.26.233.154,Mobile Device,6.0,196.83333333333334
51377,,60,42266,29,2015-08-03 18:08:02.557276,1,2015-08-03 18:08:32.539261,1477,17.172.238.201,,172.30.174.164,Mobile Device,29.0,53.0
43342,Dalvik/1.6.0 (Linux; U; Android 4.3; GT-N7102 Build/JSS15J),727,20858,27,2015-08-03 18:08:05.122315,2,2015-08-03 18:08:32.544731,1665,140.205.160.94,http://adash.m.taobao.com/rest/gc?dd=s8VmEnGpy66QdMGBHJlvdw%3D%3D&nsgs=1&ak=21745509&av=5.1.1.1&c=10000478&v=3.0&s=85491a8f37906aee997b12379a4133bb3b5e028c&d=Uw8mA%2BonjzwBAJrUnOnEeVL0&sv=4.3.8&p=a&t=1438596499583&u=&is=1,172.30.241.131,Mobile Device,27.0,88.5925925925926
51377,,199,42266,0,2015-08-03 18:08:32.547198,1,2015-08-03 18:08:32.550083,78,210.21.196.6,5-courier.sandbox.push.apple.com,172.30.174.164,Edge Cloud,5.002885,55.3680526336304
35952,WeChat/6.2.3.19 CFNetwork/711.4.6 Darwin/14.0.0,30678,42251,3,2015-08-03 18:08:29.321735,1,2015-08-03 18:08:32.627826,2085,140.207.186.152,http://mmsns.qpic.cn/mmsns/V3u4LibrCftwia0fl1BJgFeSzqWa5mRImRiajXqlLIIBOc3CCuN8kZTMTCvqh5J6KKVLru0MMUibI84/150?tp=webp&length=1136&width=640,172.31.34.170,Edge Cloud,8.306091,3944.454738095212
51377,,0,42266,0,2015-08-03 18:08:32.829301,1,2015-08-03 18:08:32.829301,64,17.110.227.101,,172.30.174.164,Mobile Device,0.0,inf
5831,,60,42260,29,2015-08-03 18:08:03.758988,1,2015-08-03 18:08:32.853174,1324,17.110.228.208,,172.21.238.73,Mobile Device,29.0,47.724137931034484
37271,,0,20854,8,2015-08-03 18:08:24.763563,2,2015-08-03 18:08:33.002493,1972,123.126.104.111,,172.26.233.154,Mobile Device,8.0,246.5
42634,,273,42274,0,2015-08-03 18:08:33.024091,1,2015-08-03 18:09:23.892582,130,210.21.196.6,gsp10-ssl.apple.com,172.29.59.103,Edge Cloud,55.868491,7.213368265128192
5831,,495,42260,0,2015-08-03 18:08:33.029216,1,2015-08-03 18:08:33.606513,153,210.21.196.6,41-courier.push.apple.com,172.21.238.73,Edge Cloud,5.577297,116.18531342333034
19864,,1087,42579,0,2015-08-03 18:08:33.291140,1,2015-08-03 18:08:33.391069,570,111.206.200.2,,172.30.218.204,Edge Cloud,5.099929,324.9064839922281
43342,,88,20858,0,2015-08-03 18:03:53.304263,2,2015-08-03 18:03:53.345555,408,111.206.240.237,,172.30.241.131,Mobile Device,0.0,inf
43342,,1405,20858,2,2015-08-03 18:08:31.484527,2,2015-08-03 18:09:27.485437,1986,58.251.148.249,http://lbssp.map.qq.com/lbsi?c=1&mars=1&obs=1,172.30.241.131,Mobile Device,2.0,1695.5
42634,,0,42274,1,2015-08-03 18:08:33.575863,1,2015-08-03 18:08:35.455282,192,17.167.194.208,,172.29.59.103,Mobile Device,1.0,192.0
51377,,60,42266,0,2015-08-03 18:08:33.039269,1,2015-08-03 18:08:33.599255,104,17.110.227.102,,172.30.174.164,Mobile Device,0.0,inf
22633,Dalvik/1.6.0 (Linux; U; Android 4.2.2; HUAWEI MT1-U06 Build/HuaweiMT1-U06),396,42274,21,2015-08-03 18:08:11.994515,1,2015-08-03 18:08:33.806298,1433,140.205.160.94,http://adash.m.taobao.com/rest/sur?ak=21646297&av=5.3.1&c=227200%40taobao_android_5.2.8&v=3.0&s=159fd766512224a618037970c6721cb0849c4c57&d=Uktp8aKQE8MDAHcHWJp6pC%2F2&sv=4.4.3&p=a&t=1438596489494&u=&is=1,172.30.11.187,Mobile Device,21.0,87.0952380952381
51313,,0,42265,0,2015-08-03 18:08:33.861837,1,2015-08-03 18:08:33.861837,241,17.110.228.211,,172.30.4.118,Mobile Device,0.0,inf
42634,,0,42274,1,2015-08-03 18:08:34.033298,1,2015-08-03 18:08:35.145963,128,17.167.192.244,,172.29.59.103,Mobile Device,1.0,128.0
17431,,163,42264,0,2015-08-03 18:08:34.077818,1,2015-08-03 18:08:34.081015,76,210.21.196.6,p36-keyvalueservice.icloud.com,172.29.122.161,Edge Cloud,5.003197,47.76945620969952
63850,,0,42244,89,2015-08-03 18:08:34.325706,1,2015-08-03 18:09:39.617837,1248,221.5.88.88,android.clients.google.com,172.30.179.197,Mobile Device,89.0,14.02247191011236
17431,,0,42264,4,2015-08-03 18:08:34.418800,1,2015-08-03 18:08:38.428962,320,17.142.172.45,,172.29.122.161,Mobile Device,4.0,80.0
4812,,0,42251,0,2015-08-03 18:08:34.554941,1,2015-08-03 18:08:34.554941,585,61.135.185.83,,172.25.143.114,Mobile Device,0.0,inf
5831,,0,42260,3,2015-08-03 18:08:35.027983,1,2015-08-03 18:08:38.590514,256,17.110.229.93,,172.21.238.73,Mobile Device,3.0,85.33333333333333
35952,,0,42251,0,2015-08-03 18:08:35.190962,1,2015-08-03 18:08:35.190962,1099,17.143.162.91,,172.31.34.170,Mobile Device,0.0,inf
51546,,82,42271,0,2015-08-03 18:08:35.747679,1,2015-08-03 18:08:36.061526,82,61.135.185.18,,172.30.103.142,Mobile Device,0.0,inf
43342,,1220,20858,256,2015-08-03 18:04:19.614161,2,2015-08-03 18:08:35.784382,1375,140.205.203.78,,172.30.241.131,Mobile Device,256.0,10.13671875
26571,,120,42273,0,2015-08-03 18:08:35.845438,1,2015-08-03 18:08:36.529446,120,163.177.89.180,,172.29.55.54,Mobile Device,0.0,inf
39011,,0,42241,0,2015-08-03 18:08:35.916548,1,2015-08-03 18:08:35.916548,241,17.143.163.209,,172.29.99.252,Mobile Device,0.0,inf
5831,,0,42260,2,2015-08-03 18:08:36.006557,1,2015-08-03 18:08:38.580457,192,17.110.229.141,,172.21.238.73,Mobile Device,2.0,96.0
4812,,60,42251,44,2015-08-03 18:07:51.437305,1,2015-08-03 18:08:36.065165,1501,17.172.238.17,,172.25.143.114,Mobile Device,44.0,35.47727272727273
42634,,52,42274,0,2015-08-03 18:08:35.327952,1,2015-08-03 18:08:36.217816,104,17.167.194.205,,172.29.59.103,Mobile Device,0.0,inf
51546,,0,42271,13,2015-08-03 18:08:36.245449,1,2015-08-03 18:08:49.700625,270,58.67.196.175,,172.30.103.142,Mobile Device,13.0,20.76923076923077
51546,,68,42271,0,2015-08-03 18:08:36.365479,1,2015-08-03 18:08:36.740430,120,140.207.135.31,,172.30.103.142,Mobile Device,0.0,inf
4812,%E6%89%8B%E6%9C%BA%E7%99%BE%E5%BA%A6/6.7.0.1 CFNetwork/711.3.18 Darwin/14.0.0,192,42251,141,2015-08-03 18:07:05.524931,1,2015-08-03 18:08:57.379670,11082,61.135.185.83,http://hunter.duapp.com/command/?command=nlog-post&channel=miller&fr=iphone&mc=iPhone%205s&av=6.7.0.1&aid=88&v=1&sv=8.3&s=640%2A1136&op=46001,172.25.143.114,Mobile Device,141.0,79.95744680851064
9328,,246,42243,1,2015-08-03 18:08:34.998785,1,2015-08-03 18:08:36.594553,510,17.173.254.38,,172.21.28.89,Mobile Device,1.0,756.0
17492,,1390,42264,61,2015-08-03 18:08:04.833763,1,2015-08-03 18:08:36.742437,1602,163.177.67.190,http://bufferfly.mqsng.qq.com/analytics/upload,172.31.23.27,Mobile Device,61.0,49.049180327868854
5831,,0,42260,1,2015-08-03 18:08:37.016035,1,2015-08-03 18:08:38.334677,128,17.110.229.218,,172.21.238.73,Mobile Device,1.0,128.0
43342,,5628,20858,19,2015-08-03 18:03:37.651006,2,2015-08-03 18:03:57.042631,1955,163.177.72.198,,172.30.241.131,Edge Cloud,24.391625,310.88539611444503
9328,,60,42243,0,2015-08-03 18:08:36.494921,1,2015-08-03 18:08:37.054904,104,54.152.162.40,,172.21.28.89,Mobile Device,0.0,inf
4812,,1250,42251,309,2015-08-03 18:03:27.367484,1,2015-08-03 18:08:37.335123,1539,115.239.211.80,,172.25.143.114,Mobile Device,309.0,9.025889967637541
4812,,267,42251,0,2015-08-03 18:08:37.344901,1,2015-08-03 18:08:40.978595,187,210.21.196.6,szlong.weixin.qq.com,172.25.143.114,Edge Cloud,8.633694,52.584675806207635
4812,,60,42251,0,2015-08-03 18:08:37.314872,1,2015-08-03 18:08:37.424555,104,125.39.247.171,,172.25.143.114,Mobile Device,0.0,inf
5831,,0,42260,0,2015-08-03 18:08:37.486634,1,2015-08-03 18:08:37.486634,64,17.110.228.84,,172.21.238.73,Mobile Device,0.0,inf
4812,,112,42251,0,2015-08-03 18:08:37.535123,1,2015-08-03 18:08:37.704793,220,163.177.89.180,,172.25.143.114,Mobile Device,0.0,inf
1323,,104,42251,0,2015-08-03 18:03:57.910452,1,2015-08-03 18:03:57.966193,328,111.206.240.242,,172.30.94.195,Mobile Device,0.0,inf
4812,MicroMessenger Client,1129,42251,0,2015-08-03 18:08:37.694996,1,2015-08-03 18:08:37.989295,688,124.160.175.165,http://dns.weixin.qq.com/cgi-bin/micromsg-bin/newgetdns?uin=2544267606&clientversion=369230611&scene=0&net=2&md5=12a67ac3286a1c91f963629df13bff8b&devicetype=iPhone+OS8.3&lan=zh_CN&sigver=1,172.25.143.114,Edge Cloud,5.294299,343.1993546265521
9328,,300,42243,3,2015-08-03 18:08:35.134201,1,2015-08-03 18:08:38.204910,546,54.175.234.20,,172.21.28.89,Mobile Device,3.0,282.0
51546,,1316,42271,17,2015-08-03 18:08:38.313003,1,2015-08-03 18:08:56.085097,160,163.177.89.195,,172.30.103.142,Edge Cloud,22.772094,64.81617369048274
4812,MicroMessenger Client,726,42251,0,2015-08-03 18:08:38.215456,1,2015-08-03 18:08:38.379505,706,112.90.74.149,http://szextshort.weixin.qq.com/cgi-bin/micromsg-bin/getcdndns,172.25.143.114,Edge Cloud,5.164049,277.30178392962574
1323,,472,42251,0,2015-08-03 18:03:58.350330,1,2015-08-03 18:03:58.405590,328,111.206.240.242,,172.30.94.195,Edge Cloud,5.05526,158.25100983925654
9328,,275,42243,1,2015-08-03 18:08:37.124903,1,2015-08-03 18:08:38.861304,528,54.175.234.20,,172.21.28.89,Mobile Device,1.0,803.0
40124,,96,42266,19,2015-08-03 18:08:39.260155,1,2015-08-03 18:08:59.230178,152,221.204.188.12,,172.26.189.101,Mobile Device,19.0,13.052631578947368
15752,,60,42366,32,2015-08-03 18:08:06.981721,1,2015-08-03 18:08:39.593930,1437,17.172.232.208,,172.30.201.125,Mobile Device,32.0,46.78125
4812,,627,42251,1,2015-08-03 18:08:38.055141,1,2015-08-03 18:08:39.804765,1113,58.251.61.174,,172.25.143.114,Mobile Device,1.0,1740.0
9328,,275,42243,1,2015-08-03 18:08:38.355628,1,2015-08-03 18:08:40.178303,412,54.175.234.20,,172.21.28.89,Mobile Device,1.0,687.0
4812,,0,42251,0,2015-08-03 18:08:40.284905,1,2015-08-03 18:08:40.284905,585,61.135.185.83,,172.25.143.114,Mobile Device,0.0,inf
9328,,0,42243,0,2015-08-03 18:08:40.485100,1,2015-08-03 18:08:40.485100,235,17.154.66.74,,172.21.28.89,Mobile Device,0.0,inf
15721,,792,42295,2161,2015-08-03 17:32:59.672695,1,2015-08-03 18:09:01.068835,1268,112.90.78.141,,172.31.109.187,Mobile Device,2161.0,0.9532623785284591
4812,,388,42251,0,2015-08-03 18:08:41.024912,1,2015-08-03 18:08:41.449153,619,163.177.90.121,http://qumas.mail.qq.com/cgi-bin/uma_report_recv,172.25.143.114,Mobile Device,0.0,inf
4812,,9795,42251,3,2015-08-03 18:08:38.274993,1,2015-08-03 18:08:41.604907,3401,123.125.50.47,,172.25.143.114,Edge Cloud,8.329914,1584.1700166412281
4812,,13439,42251,1,2015-08-03 18:08:40.164738,1,2015-08-03 18:08:41.604907,2371,123.125.50.47,,172.25.143.114,Edge Cloud,6.440169,2454.9045219154964
4812,,13439,42251,1,2015-08-03 18:08:40.155456,1,2015-08-03 18:08:41.614976,2371,123.125.50.47,,172.25.143.114,Edge Cloud,6.4595199999999995,2447.5502823739225
35952,,0,42251,0,2015-08-03 18:08:41.854243,1,2015-08-03 18:08:41.854243,241,17.110.226.76,,172.31.34.170,Mobile Device,0.0,inf
42634,,164,42274,64,2015-08-03 18:07:37.809536,1,2015-08-03 18:08:42.281827,220,163.177.90.201,,172.29.59.103,Mobile Device,64.0,6.0
27963,,1007,42268,192,2015-08-03 18:05:31.953790,1,2015-08-03 18:08:44.126721,9741,163.177.89.180,,172.25.75.114,Mobile Device,192.0,55.979166666666664
1323,,419,42251,0,2015-08-03 18:04:04.277747,1,2015-08-03 18:04:04.337258,156,118.145.3.75,,172.30.94.195,Edge Cloud,5.059511,113.64734655187034
4812,,0,42251,0,2015-08-03 18:08:44.815092,1,2015-08-03 18:08:44.815092,52,17.172.232.115,,172.25.143.114,Mobile Device,0.0,inf
50251,HeAnimal,436,20844,1,2015-08-03 18:08:43.555573,2,2015-08-03 18:08:45.084433,1271,119.29.38.226,http://log.dc.cn.happyelements.com/restapi.php,172.30.76.207,Mobile Device,1.0,1707.0
51546,,112,42271,1,2015-08-03 18:08:45.446513,1,2015-08-03 18:08:46.730211,112,111.206.241.116,,172.30.103.142,Mobile Device,1.0,224.0
22633,,0,42274,35,2015-08-03 18:08:11.925087,1,2015-08-03 18:08:47.094059,8811,140.205.160.94,,172.30.11.187,Mobile Device,35.0,251.74285714285713
42117,,0,42260,0,2015-08-03 18:08:47.245276,1,2015-08-03 18:08:47.245276,241,17.172.232.115,,172.26.183.122,Mobile Device,0.0,inf
39011,,0,42241,0,2015-08-03 18:08:48.277259,1,2015-08-03 18:08:48.277259,263,17.154.66.155,,172.29.99.252,Mobile Device,0.0,inf
43342,,2882,20858,288,2015-08-03 18:04:00.421333,2,2015-08-03 18:08:49.163775,1368,54.255.252.10,,172.30.241.131,Edge Cloud,293.742442,14.468457370555939
15752,,0,42366,0,2015-08-03 18:08:49.673721,1,2015-08-03 18:08:49.673721,241,17.110.225.15,,172.30.201.125,Mobile Device,0.0,inf
57661,,771,9481,315,2015-08-03 17:58:54.973950,2,2015-08-03 18:04:10.589267,1241,123.126.42.43,,172.30.206.225,Mobile Device,315.0,6.387301587301588
43342,,0,20858,14,2015-08-03 18:08:36.565122,2,2015-08-03 18:08:51.024912,80,202.108.23.29,,172.30.241.131,Mobile Device,14.0,5.714285714285714
51313,,0,42265,0,2015-08-03 18:08:51.158451,1,2015-08-03 18:08:51.158451,241,17.110.226.86,,172.30.4.118,Mobile Device,0.0,inf
35952,,0,42251,0,2015-08-03 18:08:51.174570,1,2015-08-03 18:08:51.174570,263,17.173.66.103,,172.31.34.170,Mobile Device,0.0,inf
39011,,7553,42241,50,2015-08-03 18:08:01.665733,1,2015-08-03 18:08:51.777126,6268,17.110.229.218,,172.29.99.252,Edge Cloud,55.111393,250.7829914587715
43342,Dalvik/1.6.0 (Linux; U; Android 4.3; GT-N7102 Build/JSS15J),20772,20858,32,2015-08-03 18:08:21.681943,2,2015-08-03 18:08:54.103820,1279,163.177.153.66,http://mmbiz.qpic.cn/mmbiz/2QGCXbo1rt3UwdicTLv64FOOnnBUWSogplWicKTqjXjdsbLmXzDw5mwDciczn3EtwLxjduGZiapictiaibmmTHMPGw8jQ/640?wxtype=jpeg&wxfrom=0,172.30.241.131,Edge Cloud,37.421877,589.2542482569754
29813,,0,42285,0,2015-08-03 18:08:54.791664,1,2015-08-03 18:08:54.791664,1099,17.110.226.86,,172.21.122.5,Mobile Device,0.0,inf
40124,,60,42266,0,2015-08-03 18:08:54.888864,1,2015-08-03 18:08:55.212906,112,121.52.255.69,,172.26.189.101,Mobile Device,0.0,inf
3023,,40,42250,0,2015-08-03 18:08:54.589475,1,2015-08-03 18:08:55.016008,241,17.110.228.206,,172.30.103.154,Mobile Device,0.0,inf
4812,,0,42251,0,2015-08-03 18:08:55.179942,1,2015-08-03 18:08:55.179942,40,61.135.185.83,,172.25.143.114,Mobile Device,0.0,inf
5831,,0,42260,0,2015-08-03 18:08:55.253121,1,2015-08-03 18:08:55.253121,241,17.110.228.208,,172.21.238.73,Mobile Device,0.0,inf
