Cell Identity(CI),User Agent,Downlink traffic,Location Area Code(LAC),Duration,Start Time,Radio Access Type(RAT),End Time,Uplink traffic,Destination IP,URL,Source IP,Offloading Decision,Latency,Throughput
28831,,6557,42285,3,2015-08-06 23:36:32.202571,1,2015-08-06 23:37:34.033017,11805,111.206.62.165,http://qurl.f.360.cn/wdinfo.php,172.26.99.144,Mobile Device,3.0,6120.666666666667
23142,Dalvik/1.6.0 (Linux; U; Android 4.0.4; HUAWEI U9508 Build/HuaweiU9508),810,42266,104,2015-08-06 23:35:40.671557,1,2015-08-06 23:37:39.239019,2074,140.205.159.56,http://oc.umeng.com/check_config_update,172.25.234.141,Mobile Device,104.0,27.73076923076923
23033,,0,42254,0,2015-08-06 23:36:32.893637,1,2015-08-06 23:36:32.893637,656,114.112.93.204,,172.28.59.233,Mobile Device,0.0,inf
23033,,0,42254,35,2015-08-06 23:35:57.245212,1,2015-08-06 23:36:32.893638,320,140.205.162.6,,172.28.59.233,Mobile Device,35.0,9.142857142857142
10971,,115,42245,8,2015-08-06 23:36:33.023831,1,2015-08-06 23:36:41.399870,230,111.206.200.2,,172.26.251.61,Mobile Device,8.0,43.125
9342,,3621,20854,165,2015-08-06 23:35:51.541895,2,2015-08-06 23:37:49.366129,6076,58.67.157.17,http://opera.com/,172.27.254.162,Mobile Device,165.0,58.76969696969697
23033,,0,42254,36,2015-08-06 23:35:56.945216,1,2015-08-06 23:36:33.253707,416,123.58.171.207,,172.28.59.233,Mobile Device,36.0,11.555555555555555
23033,MicroMessenger Client,545,42254,0,2015-08-06 23:36:34.254496,1,2015-08-06 23:36:34.561634,668,112.65.195.226,http://short.wecall.qq.com/qqcontacts/csreq,172.28.59.233,Mobile Device,0.0,inf
23033,MicroMessenger Client,545,42254,0,2015-08-06 23:36:34.264148,1,2015-08-06 23:36:34.571064,651,112.65.195.226,http://short.wecall.qq.com/qqcontacts/csreq,172.28.59.233,Mobile Device,0.0,inf
32181,MicroMessenger Client,545,42579,0,2015-08-06 23:36:34.651590,1,2015-08-06 23:36:35.046514,770,58.251.61.175,http://szextshort.weixin.qq.com/cgi-bin/micromsg-bin/shakereport,172.29.97.96,Mobile Device,0.0,inf
33271,,2876,20843,9,2015-08-06 23:36:35.226410,2,2015-08-06 23:37:42.469998,1029,210.21.196.6,dispatcher.3g.qq.com,172.31.102.136,Edge Cloud,72.243588,54.05323999134705
10971,,312,42245,0,2015-08-06 23:36:35.551292,1,2015-08-06 23:36:35.580728,40,112.90.140.220,,172.26.251.61,Edge Cloud,5.029436,69.98796684161007
23033,,0,42254,38,2015-08-06 23:35:56.985089,1,2015-08-06 23:36:35.883784,416,122.13.217.216,,172.28.59.233,Mobile Device,38.0,10.947368421052632
