Cell Identity(CI),User Agent,Downlink traffic,Location Area Code(LAC),Duration,Start Time,Radio Access Type(RAT),End Time,Uplink traffic,Destination IP,URL,Source IP,Offloading Decision,Latency,Throughput
15522,,875,42255,0,2015-08-08 23:18:50.999611,1,2015-08-08 23:19:03.613498,308,210.21.196.6,pmir.3g.qq.com,172.30.11.250,Edge Cloud,17.613887,67.16291526112323
31271,,0,42273,0,2015-08-08 23:19:01.072638,1,2015-08-08 23:19:01.072638,56,210.21.196.6,,172.25.113.117,Mobile Device,0.0,inf
29961,,0,42269,0,2015-08-08 23:18:51.258381,1,2015-08-08 23:18:51.258381,60,216.58.221.36,,172.26.215.227,Mobile Device,0.0,inf
29961,Dalvik/2.1.0 (Linux; U; Android 5.0.1; HTC One_M8 Build/LRX22C),485,42269,24,2015-08-08 23:18:27.217799,1,2015-08-08 23:18:51.278628,788,140.205.160.94,http://adash.m.taobao.com/rest/gc?dd=Q1ljaygTURaphK1ibRqc9w%3D%3D&nsgs=1&ak=12278902&av=5.2.6&c=231200%40taobao_android_5.2.6&v=3.0&s=ff65899d82378fdd3f578474d5f90a1e30a8b19e&d=VI7o7JKjKukDAKsPFK2M7N%2Bm&sv=4.3.0&p=a&t=1439047018217&u=&is=1,172.26.215.227,Mobile Device,24.0,53.041666666666664
10123,,0,42266,3,2015-08-08 23:18:51.329372,1,2015-08-08 23:18:54.364333,120,83.233.165.65,,172.29.68.156,Mobile Device,3.0,40.0
30764,,64,42243,15,2015-08-08 23:18:35.732977,1,2015-08-08 23:18:51.444157,684,173.194.72.108,,172.25.36.205,Mobile Device,15.0,49.86666666666667
41199,,1574,42241,0,2015-08-08 23:18:51.516222,1,2015-08-08 23:20:06.681015,726,210.21.196.6,r3.mo.baidu.com,172.29.224.62,Edge Cloud,80.164793,28.69089925798224
30764,,87,42243,15,2015-08-08 23:18:35.907679,1,2015-08-08 23:18:51.636322,677,173.194.72.108,,172.25.36.205,Mobile Device,15.0,50.93333333333333
61752,,30116,9473,1103,2015-08-08 23:18:51.650272,2,2015-08-08 23:20:15.183030,15126,210.21.196.6,configsvr.msf.3g.qq.com,172.25.130.57,Edge Cloud,88.532758,511.0198871247183
41199,Android/4.4.4,367,42241,0,2015-08-08 23:18:51.636119,1,2015-08-08 23:18:51.953597,460,123.125.115.151,http://r3.mo.baidu.com/bdinput/iss.mo?ua=bd_1536_2560_meizu-mx4pro_4-4-4_p-a1-3-75&uid=bd_573768420200668&from=1001911a,172.29.224.62,Mobile Device,0.0,inf
